id,name,category,purchase_date,value,depreciation_rate,status,created_at
1175,Person Asset,Office Equipment,2019-03-14,54544.35,10.0,Disposed,2016-05-10T03:34:56
1176,Total Asset,Furniture,2018-02-15,58771.86,10.0,Retired,2018-11-01T15:15:06
1177,Since Asset,Furniture,2021-06-06,8952.56,5.0,Retired,2015-12-10T12:45:55
1178,Trade Asset,Vehicles,2024-12-24,353.01,15.0,Disposed,2023-10-27T07:18:42
1179,Thousand Asset,IT Equipment,2018-09-04,76368.01,25.0,Active,2020-03-20T18:44:28
1180,Thousand Asset,Tools,2019-04-04,51746.48,30.0,Retired,2021-10-20T07:11:23
1181,Shake Asset,IT Equipment,2018-12-11,31898.46,25.0,Active,2018-12-08T13:37:03
1182,Campaign Asset,Office Equipment,2016-09-24,23778.03,25.0,Disposed,2017-05-30T03:15:24
1183,Above Asset,IT Equipment,2024-08-12,56381.80,5.0,Active,2021-06-09T20:23:00
1184,Position Asset,IT Equipment,2021-07-03,67951.32,15.0,Disposed,2018-09-11T02:28:29
1185,Standard Asset,IT Equipment,2020-08-26,70307.95,5.0,Retired,2023-10-29T06:42:04
1186,Law Asset,Office Equipment,2016-10-14,63450.20,5.0,Retired,2016-06-22T21:30:28
1187,Who Asset,Furniture,2017-09-25,72167.08,25.0,Active,2024-01-10T09:43:35
1188,Interest Asset,Vehicles,2018-06-10,48123.17,25.0,Retired,2016-11-17T19:13:31
1189,At Asset,IT Equipment,2024-01-03,67147.08,15.0,Disposed,2019-03-03T06:18:52
1190,Into Asset,Tools,2022-05-12,15628.62,20.0,Active,2018-02-13T01:54:36
1191,Attention Asset,Vehicles,2023-12-23,38046.79,5.0,Active,2020-09-09T01:55:01
1192,Evidence Asset,Furniture,2018-06-09,5623.73,25.0,Active,2022-06-14T17:47:58
1193,Mouth Asset,Vehicles,2023-06-23,40373.42,30.0,Disposed,2017-04-14T03:06:12
1194,Suggest Asset,Furniture,2021-05-24,27356.81,10.0,Retired,2022-04-26T11:40:15
1195,Fight Asset,Furniture,2017-05-07,34200.44,25.0,Retired,2023-10-30T19:10:33
1196,Keep Asset,Office Equipment,2019-08-11,74510.63,10.0,Retired,2018-09-08T04:05:25
1197,Size Asset,Office Equipment,2021-12-26,20018.83,25.0,Disposed,2019-03-22T17:46:38
1198,Argue Asset,Furniture,2023-08-20,73700.29,25.0,Retired,2022-08-15T23:15:35
1199,Stage Asset,Office Equipment,2022-11-07,11042.46,15.0,Active,2020-11-26T14:36:25
1200,Apply Asset,IT Equipment,2018-08-14,75324.16,5.0,Disposed,2021-05-31T19:34:43
1201,Want Asset,IT Equipment,2019-10-31,33266.58,15.0,Disposed,2024-07-03T00:04:55
1202,Structure Asset,Tools,2025-05-01,69246.17,15.0,Disposed,2019-10-13T14:55:50
1203,Report Asset,Tools,2017-06-24,73787.39,30.0,Retired,2017-10-21T19:57:48
1204,Serious Asset,Vehicles,2021-01-08,73611.76,15.0,Disposed,2025-03-16T22:24:38
1205,Great Asset,Tools,2019-09-24,23547.73,15.0,Disposed,2016-04-22T15:01:54
1206,Moment Asset,IT Equipment,2016-02-21,26096.52,10.0,Retired,2020-12-12T18:19:57
1207,Safe Asset,Office Equipment,2018-01-28,62834.40,30.0,Disposed,2021-08-01T12:44:22
1208,Ready Asset,Office Equipment,2021-01-28,45051.24,5.0,Retired,2025-05-05T02:18:14
1209,Worry Asset,Tools,2017-12-07,50583.92,30.0,Active,2023-12-22T00:37:38
1210,Arrive Asset,IT Equipment,2020-08-17,56851.84,5.0,Active,2023-12-16T09:58:22
1211,Dream Asset,IT Equipment,2025-03-06,594.87,25.0,Disposed,2024-07-20T15:48:18
1212,Book Asset,Tools,2022-07-20,74006.13,30.0,Active,2020-02-12T23:57:40
1213,Natural Asset,Furniture,2017-08-24,45706.04,5.0,Retired,2019-10-05T00:25:05
1214,Say Asset,Tools,2025-08-17,62850.89,20.0,Active,2017-06-09T15:43:20
1215,Soon Asset,Vehicles,2022-10-22,39505.03,25.0,Active,2020-06-18T14:00:06
1216,Usually Asset,Furniture,2019-04-05,66009.14,20.0,Retired,2020-10-10T05:12:27
1217,Door Asset,Tools,2017-03-16,29949.26,30.0,Disposed,2017-03-08T19:07:31
1218,Appear Asset,Tools,2023-10-16,40748.77,30.0,Disposed,2019-10-10T20:00:19
1219,Surface Asset,Vehicles,2020-05-27,61320.09,30.0,Active,2018-03-28T14:50:14
1220,Training Asset,Vehicles,2019-09-02,46387.90,20.0,Disposed,2019-03-07T12:58:02
1221,Score Asset,Vehicles,2022-05-04,56491.32,10.0,Disposed,2020-12-30T06:37:04
1222,Degree Asset,Office Equipment,2025-05-02,66144.26,25.0,Retired,2023-08-21T11:38:56
1223,Moment Asset,IT Equipment,2021-11-28,39672.84,5.0,Retired,2024-08-23T21:40:30
1224,Production Asset,Tools,2018-03-20,50227.04,20.0,Retired,2020-02-07T07:18:29
1225,Discover Asset,Furniture,2024-01-18,24816.97,5.0,Active,2021-11-08T19:26:08
1226,Seem Asset,Tools,2020-01-27,32466.63,15.0,Disposed,2019-06-19T13:20:20
1227,Office Asset,IT Equipment,2023-04-20,33245.71,5.0,Retired,2018-03-04T20:07:05
1228,Door Asset,Vehicles,2019-11-01,60885.83,25.0,Disposed,2020-10-01T14:18:13
1229,Picture Asset,Office Equipment,2024-10-21,3670.31,15.0,Retired,2023-08-30T14:32:56
1230,Peace Asset,Tools,2016-03-07,44870.01,15.0,Retired,2017-09-21T22:54:25
1231,Kind Asset,Furniture,2025-01-19,54938.12,5.0,Active,2017-12-19T12:48:41
1232,Each Asset,Tools,2016-01-15,50329.56,10.0,Retired,2025-05-31T21:34:27
1233,Operation Asset,IT Equipment,2017-10-29,67194.56,10.0,Disposed,2016-06-22T16:04:40
1234,Share Asset,Furniture,2018-08-21,58566.37,10.0,Retired,2018-11-02T06:01:06
1235,Treat Asset,Office Equipment,2025-07-27,70660.31,5.0,Retired,2018-04-17T03:13:22
1236,Argue Asset,Office Equipment,2019-04-18,39946.43,5.0,Disposed,2016-11-17T15:29:30
1237,Movement Asset,Tools,2020-04-21,35662.74,15.0,Retired,2020-05-03T12:28:54
1238,Me Asset,Tools,2017-12-27,6578.85,20.0,Disposed,2016-06-14T12:42:14
1239,Few Asset,IT Equipment,2018-06-12,38587.49,10.0,Active,2023-09-06T19:11:29
1240,Pick Asset,Vehicles,2020-09-07,38366.96,15.0,Disposed,2016-12-14T04:21:54
1241,Role Asset,Tools,2023-11-14,39776.65,15.0,Active,2019-07-26T17:26:46
1242,Occur Asset,Vehicles,2017-04-13,59375.46,15.0,Active,2025-04-20T20:53:10
1243,Finally Asset,IT Equipment,2020-03-24,77031.47,25.0,Disposed,2020-01-28T13:36:44
1244,Future Asset,Office Equipment,2020-06-22,53618.03,20.0,Retired,2022-01-10T01:34:27
1245,Land Asset,Tools,2021-02-04,34286.51,5.0,Retired,2020-07-09T23:55:00
1246,Pretty Asset,Office Equipment,2025-06-02,22348.20,15.0,Retired,2025-08-04T09:29:26
1247,In Asset,Vehicles,2020-08-03,13939.49,10.0,Retired,2022-02-15T17:27:40
1248,Notice Asset,IT Equipment,2023-08-26,33355.69,30.0,Disposed,2017-04-25T20:49:25
1249,Boy Asset,Office Equipment,2018-12-23,15441.29,15.0,Retired,2020-01-14T23:16:59
1250,Detail Asset,Vehicles,2021-08-26,46808.64,20.0,Disposed,2025-02-23T11:50:50
1251,Yes Asset,Vehicles,2022-02-13,12637.41,5.0,Retired,2019-10-04T16:16:17
1252,Such Asset,Vehicles,2017-01-20,45947.83,25.0,Retired,2017-07-18T13:34:52
1253,Quite Asset,Tools,2023-02-14,69570.66,5.0,Disposed,2024-10-26T21:11:11
1254,Return Asset,Furniture,2021-06-12,50119.68,25.0,Disposed,2021-11-29T17:35:41
1255,Feel Asset,Office Equipment,2022-05-14,65170.57,25.0,Disposed,2016-11-21T09:21:06
1256,Technology Asset,IT Equipment,2016-08-10,44803.32,10.0,Retired,2021-04-26T13:31:34
1257,Camera Asset,Office Equipment,2020-12-07,48317.55,30.0,Disposed,2019-02-25T00:55:09
1258,Professor Asset,IT Equipment,2018-04-03,73886.38,25.0,Retired,2021-01-25T10:14:16
1259,Police Asset,IT Equipment,2023-03-15,56260.38,15.0,Retired,2017-12-10T18:02:23
1260,Something Asset,Furniture,2024-01-11,11155.79,20.0,Active,2021-03-07T02:34:29
1261,Performance Asset,Vehicles,2017-04-04,2729.92,10.0,Retired,2025-07-24T07:32:23
1262,Investment Asset,Office Equipment,2016-06-14,43099.75,30.0,Retired,2017-12-17T04:29:54
1263,News Asset,IT Equipment,2015-11-20,46979.72,30.0,Retired,2016-07-14T18:11:30
1264,Movement Asset,Vehicles,2017-01-18,3396.36,25.0,Retired,2022-03-04T06:53:55
1265,Power Asset,Vehicles,2020-03-22,51202.24,20.0,Retired,2019-11-29T01:57:19
1266,Sound Asset,Furniture,2023-06-04,56805.12,20.0,Disposed,2017-10-09T19:19:01
1267,Provide Asset,IT Equipment,2021-11-10,26652.33,30.0,Retired,2019-11-25T03:45:39
1268,Significant Asset,IT Equipment,2017-10-04,63502.81,25.0,Disposed,2017-01-09T06:24:48
1269,Such Asset,Furniture,2024-04-14,9470.12,30.0,Disposed,2024-12-20T16:36:56
1270,Give Asset,IT Equipment,2019-11-17,34960.76,15.0,Retired,2022-02-11T05:07:01
1271,Measure Asset,IT Equipment,2024-09-11,37731.62,10.0,Active,2017-05-20T09:34:05
1272,Hard Asset,Tools,2023-02-16,2388.29,10.0,Disposed,2023-08-11T02:55:26
1273,Word Asset,Tools,2018-10-12,38320.24,15.0,Active,2018-09-10T21:26:23
1274,Within Asset,Furniture,2017-01-22,55532.92,30.0,Retired,2020-07-09T18:33:52
1275,Reason Asset,Office Equipment,2021-10-04,76668.43,20.0,Disposed,2025-10-27T09:42:15
1276,Style Asset,Office Equipment,2018-05-21,15371.91,15.0,Disposed,2021-04-15T21:26:32
1277,Interest Asset,IT Equipment,2019-04-24,39878.87,20.0,Active,2018-10-24T06:27:53
1278,Bring Asset,IT Equipment,2016-06-05,44345.71,10.0,Active,2017-01-29T07:44:25
1279,Finally Asset,IT Equipment,2020-07-19,74799.90,5.0,Retired,2017-05-01T17:00:08
1280,Source Asset,Vehicles,2021-04-24,18559.19,30.0,Active,2016-01-29T03:19:04
1281,Choice Asset,Vehicles,2019-12-04,10099.25,30.0,Disposed,2018-09-19T21:57:09
1282,Tonight Asset,IT Equipment,2022-06-13,1748.80,5.0,Disposed,2022-01-15T02:21:35
1283,A Asset,Office Equipment,2023-10-30,48653.78,15.0,Active,2025-06-04T18:18:17
1284,Remain Asset,Tools,2018-08-30,51090.05,20.0,Retired,2024-12-18T06:26:49
1285,Than Asset,Tools,2016-03-18,28403.20,10.0,Active,2024-09-03T10:17:47
1286,Remain Asset,Office Equipment,2020-11-26,33047.14,5.0,Retired,2021-10-08T07:57:37
1287,Service Asset,Furniture,2022-07-09,71043.99,10.0,Retired,2022-08-18T08:16:15
1288,Office Asset,Office Equipment,2019-08-16,9056.42,15.0,Active,2025-08-27T04:27:08
1289,Force Asset,Vehicles,2024-02-03,14698.03,25.0,Retired,2018-08-30T23:46:58
1290,Age Asset,Furniture,2024-03-25,64480.95,10.0,Disposed,2025-06-06T09:18:37
1291,Music Asset,IT Equipment,2025-07-20,49985.36,25.0,Retired,2018-11-03T18:08:00
1292,Finish Asset,Furniture,2024-11-10,6444.00,30.0,Disposed,2018-09-05T11:08:16
1293,Through Asset,IT Equipment,2017-11-16,11926.73,25.0,Active,2017-05-01T17:56:35
1294,Themselves Asset,Vehicles,2020-06-07,45064.30,25.0,Retired,2019-09-25T07:24:23
1295,Control Asset,Vehicles,2023-08-20,38047.46,10.0,Active,2022-08-11T08:27:31
1296,Lot Asset,IT Equipment,2018-09-29,40935.89,30.0,Disposed,2021-08-22T03:10:15
1297,Form Asset,IT Equipment,2019-04-19,44412.62,30.0,Retired,2019-07-30T10:48:35
1298,Base Asset,IT Equipment,2018-04-09,56250.79,15.0,Disposed,2024-09-25T20:49:37
1299,Heavy Asset,Vehicles,2022-07-14,2715.31,25.0,Disposed,2015-12-11T18:17:12
1300,Situation Asset,Furniture,2020-07-27,13286.33,30.0,Active,2016-09-07T14:50:45
1301,Education Asset,Office Equipment,2024-04-09,40047.71,20.0,Disposed,2024-10-25T12:53:09
1302,Away Asset,IT Equipment,2024-05-22,43853.09,5.0,Retired,2019-01-30T02:52:14
1303,Brother Asset,IT Equipment,2017-04-06,10043.76,25.0,Disposed,2021-12-22T02:12:36
1304,Room Asset,Vehicles,2017-08-03,26452.30,20.0,Disposed,2018-01-21T18:14:26
1305,Since Asset,Tools,2023-10-02,51610.17,10.0,Active,2018-07-18T00:55:38
1306,Medical Asset,IT Equipment,2024-08-19,73870.37,15.0,Disposed,2023-11-26T09:27:43
1307,Trip Asset,Office Equipment,2018-06-21,29257.71,30.0,Disposed,2021-09-19T01:43:34
1308,Who Asset,Furniture,2020-10-30,68253.91,30.0,Disposed,2024-04-12T10:48:26
1309,Listen Asset,Furniture,2018-09-04,70767.15,5.0,Retired,2017-07-16T09:24:35
1310,His Asset,Furniture,2023-08-11,76120.11,20.0,Active,2018-10-26T02:44:25
1311,Claim Asset,Office Equipment,2022-02-21,59401.58,5.0,Active,2019-03-17T06:07:41
1312,Human Asset,Office Equipment,2022-02-15,9713.42,30.0,Retired,2018-03-18T16:02:34
1313,Environmental Asset,Tools,2017-02-23,27081.52,10.0,Disposed,2018-04-19T07:44:01
1314,Center Asset,Vehicles,2020-01-28,61526.54,25.0,Active,2025-06-01T13:05:35
1315,Foreign Asset,IT Equipment,2024-01-08,54354.79,15.0,Retired,2019-01-24T15:50:02
1316,Tend Asset,Office Equipment,2015-12-14,52576.43,30.0,Disposed,2021-05-22T09:54:27
1317,Last Asset,IT Equipment,2025-01-26,36034.85,25.0,Disposed,2022-05-31T11:38:15
1318,War Asset,Tools,2021-12-11,49947.89,20.0,Active,2024-04-25T17:24:33
1319,Detail Asset,Furniture,2019-08-31,39427.29,5.0,Disposed,2017-05-10T17:29:26
1320,Manager Asset,Tools,2016-10-16,74856.80,25.0,Active,2021-10-25T19:08:53
1321,Conference Asset,Vehicles,2021-08-20,14457.13,10.0,Active,2022-04-30T12:06:08
1322,Clear Asset,IT Equipment,2016-11-25,11090.17,15.0,Active,2016-06-22T05:17:08
1323,Director Asset,Vehicles,2019-05-09,21573.16,25.0,Retired,2023-03-21T21:55:10
1324,General Asset,IT Equipment,2025-05-19,36645.78,30.0,Active,2025-05-20T13:45:54
1325,Question Asset,Tools,2018-03-02,18916.24,10.0,Retired,2018-09-30T07:00:38
1326,Same Asset,Furniture,2017-07-19,79733.36,20.0,Retired,2016-05-16T21:49:19
1327,Investment Asset,Tools,2019-07-09,7470.99,15.0,Active,2021-06-18T13:44:32
1328,Key Asset,Furniture,2025-08-01,24533.00,25.0,Retired,2022-11-11T09:42:39
1329,Still Asset,Furniture,2016-07-04,18054.48,5.0,Active,2024-03-03T12:01:38
1330,Wonder Asset,Furniture,2018-12-01,1062.59,20.0,Active,2023-12-16T14:26:17
1331,Laugh Asset,Office Equipment,2024-05-05,46279.18,25.0,Retired,2019-07-13T16:28:53
1332,Huge Asset,IT Equipment,2021-12-17,66616.34,20.0,Disposed,2016-01-08T05:13:34
1333,Wear Asset,Office Equipment,2019-11-14,62177.98,15.0,Retired,2023-01-05T22:04:38
1334,Its Asset,Furniture,2020-07-30,53174.13,20.0,Disposed,2017-04-13T17:47:33
1335,Not Asset,Vehicles,2022-06-28,9531.83,15.0,Active,2021-01-01T15:36:47
1336,Sit Asset,Vehicles,2023-03-31,53968.85,30.0,Disposed,2016-06-24T22:44:28
1337,Enough Asset,Vehicles,2018-11-28,49394.19,10.0,Active,2025-07-10T22:04:32
1338,Attention Asset,Vehicles,2020-02-29,58513.67,25.0,Retired,2017-09-10T19:18:26
1339,Material Asset,Furniture,2021-04-14,62349.20,25.0,Active,2025-05-08T06:53:23
1340,Region Asset,IT Equipment,2022-06-24,3999.26,5.0,Retired,2025-03-11T13:54:39
1341,Approach Asset,Furniture,2021-05-18,9249.36,20.0,Disposed,2023-09-03T06:47:10
1342,Rise Asset,Furniture,2023-12-10,16849.57,25.0,Disposed,2017-04-19T06:13:49
1343,Few Asset,Office Equipment,2017-08-29,34458.17,25.0,Disposed,2016-09-25T23:26:01
1344,Sea Asset,IT Equipment,2024-09-18,63475.14,5.0,Disposed,2020-03-12T18:21:27
1345,Full Asset,Tools,2023-06-18,67840.54,25.0,Retired,2021-06-02T07:48:14
1346,Treatment Asset,Vehicles,2022-06-25,21093.93,30.0,Active,2017-10-06T12:33:35
1347,Citizen Asset,Tools,2016-12-21,3841.91,15.0,Retired,2022-04-30T07:30:55
1348,Much Asset,IT Equipment,2017-08-04,70856.34,20.0,Active,2024-06-17T18:05:39
1349,Fire Asset,Vehicles,2017-07-13,59078.20,30.0,Retired,2025-09-25T17:35:35
1350,Certainly Asset,Vehicles,2020-10-31,4735.30,20.0,Active,2018-03-07T03:19:59
1351,Million Asset,Office Equipment,2024-06-20,59985.07,20.0,Active,2020-10-08T19:38:41
1352,Director Asset,Vehicles,2021-08-08,68415.06,10.0,Retired,2017-01-19T20:12:15
1353,Member Asset,IT Equipment,2021-11-10,46428.86,5.0,Retired,2018-11-12T11:11:39
1354,Price Asset,Office Equipment,2021-09-16,12831.07,30.0,Disposed,2017-10-13T11:26:11
1355,Blood Asset,Tools,2016-01-11,20103.96,15.0,Disposed,2025-10-19T20:30:14
1356,Rich Asset,Vehicles,2020-08-24,7515.82,30.0,Retired,2021-10-24T12:39:03
1357,Important Asset,IT Equipment,2022-06-06,23137.55,20.0,Disposed,2017-02-22T14:11:21
1358,Tv Asset,IT Equipment,2020-06-11,49959.10,10.0,Active,2021-12-22T11:36:03
1359,Try Asset,IT Equipment,2020-10-10,70984.04,20.0,Retired,2015-12-19T01:17:40
1360,Suggest Asset,Vehicles,2024-09-14,70092.76,30.0,Active,2018-09-22T19:42:31
1361,Accept Asset,Tools,2025-07-04,11793.78,20.0,Retired,2024-10-18T02:56:38
1362,Center Asset,IT Equipment,2021-02-03,74101.15,15.0,Active,2022-06-26T12:05:51
1363,Amount Asset,Vehicles,2020-04-18,71732.60,30.0,Disposed,2024-09-04T20:11:18
1364,Talk Asset,Vehicles,2024-07-16,66062.60,15.0,Disposed,2018-02-23T10:55:57
1365,Argue Asset,Office Equipment,2025-07-13,64646.23,30.0,Disposed,2025-04-20T00:49:50
1366,Recognize Asset,IT Equipment,2019-07-21,11206.25,15.0,Retired,2019-11-08T21:11:36
1367,Protect Asset,Furniture,2018-11-07,49909.01,30.0,Disposed,2023-02-18T09:02:11
1368,Anyone Asset,Office Equipment,2021-02-26,41035.97,10.0,Disposed,2021-02-01T21:28:12
1369,Fire Asset,Furniture,2025-03-23,12429.41,5.0,Active,2024-11-09T11:30:10
1370,Discover Asset,Tools,2023-09-22,47861.44,20.0,Retired,2023-02-05T06:15:49
1371,Citizen Asset,IT Equipment,2018-07-02,37166.74,25.0,Disposed,2021-08-10T17:04:42
1372,Some Asset,Tools,2016-11-02,25846.01,15.0,Active,2021-07-09T13:16:12
1373,Fish Asset,Tools,2020-01-31,76044.99,15.0,Disposed,2022-07-21T13:56:55
1374,Movement Asset,Office Equipment,2023-07-09,18465.80,15.0,Retired,2022-08-31T02:08:49
1375,Kitchen Asset,Vehicles,2023-12-14,22181.64,10.0,Active,2022-08-07T09:36:56
1376,Local Asset,Tools,2021-06-09,59258.02,10.0,Active,2024-06-08T18:06:21
1377,Book Asset,Office Equipment,2025-07-18,32884.32,5.0,Active,2019-04-16T10:01:57
1378,Lay Asset,IT Equipment,2018-07-09,4687.53,30.0,Retired,2022-11-06T22:27:59
1379,Push Asset,Office Equipment,2020-12-23,47599.80,20.0,Disposed,2018-07-09T22:52:39
1380,Main Asset,Tools,2020-02-05,59628.04,15.0,Active,2016-12-10T16:28:25
1381,Can Asset,Vehicles,2023-09-17,73132.93,30.0,Active,2018-04-19T03:52:34
1382,Cup Asset,Office Equipment,2017-03-16,8388.62,10.0,Retired,2024-08-12T11:37:50
1383,Personal Asset,Vehicles,2016-06-16,33137.34,10.0,Disposed,2023-09-27T08:40:47
1384,Movie Asset,Tools,2017-04-24,58725.32,25.0,Disposed,2019-04-24T06:48:35
1385,Ball Asset,Vehicles,2016-06-16,30100.15,5.0,Disposed,2018-05-17T09:29:45
1386,Help Asset,Office Equipment,2021-12-17,33021.33,30.0,Retired,2019-07-29T11:11:51
1387,Sit Asset,Office Equipment,2019-02-18,55344.72,20.0,Active,2019-11-16T18:50:48
1388,Skill Asset,Vehicles,2016-10-31,27977.25,20.0,Active,2017-12-30T15:22:18
1389,Though Asset,Tools,2022-06-17,39456.58,25.0,Disposed,2024-07-23T04:31:41
1390,State Asset,Tools,2017-11-06,30133.96,15.0,Active,2016-04-28T16:29:48
1391,Democratic Asset,Furniture,2022-12-12,74976.50,20.0,Disposed,2017-03-28T07:26:02
1392,People Asset,Office Equipment,2018-01-31,37421.87,5.0,Retired,2018-05-06T01:59:23
1393,Issue Asset,Furniture,2023-07-14,77130.53,25.0,Retired,2019-05-04T05:17:20
1394,Past Asset,Tools,2017-03-10,7753.56,5.0,Active,2024-08-19T03:41:51
1395,Really Asset,Vehicles,2019-11-10,10437.89,25.0,Disposed,2021-02-07T18:04:52
1396,Center Asset,Furniture,2019-05-01,30137.66,20.0,Active,2016-11-01T02:48:37
1397,Second Asset,Vehicles,2020-05-15,6397.95,25.0,Disposed,2015-12-17T13:45:22
1398,Staff Asset,Tools,2024-04-08,38147.71,25.0,Active,2023-01-05T05:59:39
1399,World Asset,Vehicles,2020-03-25,79093.22,30.0,Retired,2019-05-23T21:17:57
1400,Center Asset,Furniture,2018-09-13,55991.95,5.0,Retired,2023-08-22T17:05:13
1401,Same Asset,Vehicles,2016-03-10,44301.75,10.0,Active,2019-08-12T01:12:20
1402,Write Asset,Furniture,2025-08-30,48364.35,5.0,Active,2020-11-06T08:17:12
1403,Thought Asset,IT Equipment,2016-09-08,62627.11,10.0,Disposed,2022-08-22T05:06:27
1404,White Asset,Furniture,2017-09-10,5712.17,15.0,Active,2020-03-19T19:20:02
1405,Piece Asset,Vehicles,2018-08-24,69967.44,10.0,Active,2018-01-27T23:45:24
1406,Wall Asset,Furniture,2024-08-08,46885.49,5.0,Disposed,2025-09-29T06:26:26
1407,His Asset,Furniture,2023-11-18,73748.39,10.0,Retired,2020-07-07T15:33:47
1408,Culture Asset,Vehicles,2017-08-03,39854.32,10.0,Retired,2022-04-21T12:33:52
1409,Poor Asset,Office Equipment,2017-09-18,12900.51,25.0,Disposed,2019-02-28T20:57:04
1410,Power Asset,Furniture,2024-07-19,3892.99,10.0,Active,2016-09-06T16:58:49
1411,Live Asset,Tools,2022-03-21,8910.50,10.0,Disposed,2017-03-03T17:58:40
1412,Clearly Asset,Office Equipment,2017-04-21,65971.11,5.0,Retired,2023-06-03T18:42:10
1413,Write Asset,Office Equipment,2016-04-21,79201.26,30.0,Retired,2023-05-09T15:46:05
1414,Including Asset,Tools,2020-05-06,75207.46,25.0,Disposed,2017-10-12T01:30:50
1415,Region Asset,Vehicles,2017-10-22,20512.30,25.0,Active,2024-06-16T05:06:20
1416,Find Asset,Vehicles,2022-07-05,15787.88,5.0,Retired,2016-08-05T08:16:04
1417,Bring Asset,Office Equipment,2024-03-06,66929.02,30.0,Retired,2018-11-06T06:07:46
1418,Different Asset,Tools,2023-06-30,37676.46,15.0,Active,2025-04-16T02:26:49
1419,Effort Asset,Office Equipment,2020-12-04,11499.05,5.0,Active,2020-04-20T13:02:27
1420,Fear Asset,IT Equipment,2024-09-15,78987.66,20.0,Retired,2023-02-28T02:09:26
1421,Air Asset,Office Equipment,2017-04-25,54244.47,30.0,Disposed,2023-08-07T04:44:08
1422,Guy Asset,IT Equipment,2023-01-09,63569.09,5.0,Retired,2016-09-19T03:03:45
1423,Anything Asset,Office Equipment,2016-04-12,39166.40,25.0,Active,2016-02-02T02:02:29
1424,Break Asset,Furniture,2017-03-01,62730.44,25.0,Retired,2016-03-20T23:06:15
1425,Media Asset,Furniture,2017-03-18,9065.05,10.0,Retired,2020-03-07T18:58:34
1426,Art Asset,Office Equipment,2016-10-13,49285.21,25.0,Retired,2022-03-17T21:00:05
1427,Tough Asset,Furniture,2018-01-12,70145.42,20.0,Active,2016-12-03T22:24:38
1428,Night Asset,Office Equipment,2021-12-29,29399.15,30.0,Retired,2017-02-06T05:44:37
1429,And Asset,Office Equipment,2020-07-16,54734.27,30.0,Retired,2017-02-21T05:41:33
1430,Writer Asset,Office Equipment,2020-11-19,31298.94,15.0,Disposed,2016-12-09T12:11:22
1431,Financial Asset,Vehicles,2017-02-19,15199.92,25.0,Disposed,2022-01-27T20:06:14
1432,Shoulder Asset,Vehicles,2023-08-13,25632.05,20.0,Disposed,2023-06-20T06:41:38
1433,Magazine Asset,IT Equipment,2017-06-14,69364.98,30.0,Disposed,2021-09-09T04:58:53
1434,Democrat Asset,IT Equipment,2017-12-30,33326.97,10.0,Active,2021-05-05T07:21:24
1435,Blood Asset,Vehicles,2025-10-30,47566.54,25.0,Retired,2024-02-11T04:11:04
1436,Face Asset,IT Equipment,2021-10-06,19135.69,5.0,Active,2018-03-21T07:24:59
1437,Heart Asset,Office Equipment,2019-01-28,49234.67,20.0,Disposed,2016-10-01T13:59:28
1438,Great Asset,IT Equipment,2022-07-18,68893.85,20.0,Active,2023-10-18T23:23:55
1439,Real Asset,Office Equipment,2022-01-23,7033.64,10.0,Retired,2017-04-11T11:26:03
1440,Executive Asset,Tools,2015-11-15,58633.67,10.0,Active,2017-07-06T10:51:23
1441,No Asset,Furniture,2018-11-15,73029.51,5.0,Active,2022-12-31T11:58:15
1442,Pull Asset,Tools,2021-03-20,37564.24,25.0,Active,2025-01-25T19:56:19
1443,Society Asset,Vehicles,2016-12-31,59027.54,25.0,Disposed,2021-05-21T11:52:27
1444,Figure Asset,IT Equipment,2016-10-09,7560.66,5.0,Active,2025-04-14T14:10:02
1445,Ground Asset,Tools,2020-12-02,70551.58,10.0,Disposed,2017-06-24T23:36:57
1446,Once Asset,Furniture,2025-09-24,48484.08,30.0,Retired,2023-10-05T08:00:05
1447,Others Asset,IT Equipment,2020-09-02,29413.22,25.0,Active,2019-12-02T17:33:29
1448,Understand Asset,Furniture,2018-11-02,18774.21,15.0,Disposed,2022-03-25T02:32:31
1449,Second Asset,Tools,2025-05-22,77152.42,25.0,Retired,2016-02-24T09:50:03
1450,Tv Asset,Office Equipment,2018-09-12,56727.22,25.0,Disposed,2016-05-26T18:58:07
1451,Agency Asset,Tools,2018-11-11,59752.07,30.0,Disposed,2021-08-06T01:47:23
1452,Store Asset,Vehicles,2022-08-17,53778.60,25.0,Retired,2024-03-02T19:56:32
1453,Probably Asset,Tools,2016-04-01,63527.39,15.0,Retired,2025-10-23T11:29:28
1454,Expect Asset,Office Equipment,2018-02-04,72643.54,5.0,Active,2023-10-24T01:21:04
1455,Mission Asset,IT Equipment,2019-07-04,34544.98,10.0,Active,2016-09-05T20:28:46
1456,Happen Asset,Furniture,2017-11-26,75790.03,10.0,Active,2024-06-29T13:31:40
1457,Leader Asset,Office Equipment,2020-12-21,47538.72,25.0,Disposed,2017-04-09T05:56:15
1458,Standard Asset,Office Equipment,2018-09-28,36359.74,30.0,Retired,2019-05-19T20:04:20
1459,Teach Asset,IT Equipment,2019-08-05,10628.96,30.0,Disposed,2018-05-17T02:12:27
1460,Billion Asset,Vehicles,2022-04-11,57620.87,15.0,Active,2024-03-26T17:54:37
1461,Contain Asset,Furniture,2024-04-08,33551.43,25.0,Disposed,2016-06-26T22:25:25
