id,date,description,inflow,outflow,balance,created_at
282,2024-12-05,Picture game impact me staff.,21125.99,16041.14,5084.85,2021-02-04T03:09:40
283,2024-02-24,Area ten billion rest design within best.,9835.10,36610.88,-26775.78,2025-01-27T20:35:05
284,2025-05-25,Return form skill through nature eat.,29170.65,35333.64,-6162.99,2024-03-28T14:31:38
285,2022-12-21,Special without much contain answer live.,17653.96,30631.61,-12977.65,2024-03-02T22:04:05
286,2022-03-23,Turn within shoulder push image air happen.,28136.24,24891.29,3244.95,2022-08-06T21:47:40
287,2021-02-08,Trial sit would be.,24673.23,18590.66,6082.57,2022-09-01T19:50:00
288,2022-12-11,Amount situation day them and scene line daughter.,4294.73,19147.63,-14852.90,2023-08-23T07:39:02
289,2023-05-25,Money development manager state conference lay back.,31352.21,6148.04,25204.17,2020-12-27T03:00:47
290,2022-12-10,Among sound true care within coach ok.,43256.76,5405.82,37850.94,2021-12-16T13:27:45
291,2024-04-29,Wish since risk large field.,2199.62,28723.96,-26524.34,2025-02-04T08:44:38
292,2022-09-17,Economy just really dream suddenly class.,6166.26,31559.77,-25393.51,2021-06-06T23:08:09
293,2020-12-18,Raise in price work.,4870.86,10220.90,-5350.04,2021-03-08T21:10:25
294,2023-03-20,Avoid enough condition least trade degree.,25230.49,16312.00,8918.49,2025-03-17T04:07:25
295,2023-12-24,Stage act similar technology business.,20810.85,2308.35,18502.50,2021-07-18T13:49:31
296,2022-04-06,Price subject policy own nothing national usually.,9110.24,3432.27,5677.97,2024-05-22T18:22:03
297,2025-08-06,Six deep man writer eat somebody back.,24422.13,23446.94,975.19,2023-10-08T01:25:48
298,2023-06-25,Hair believe parent continue.,5384.01,34681.63,-29297.62,2023-12-02T11:45:18
299,2022-11-09,As thus smile institution risk together.,38360.95,30446.13,7914.82,2022-06-28T00:12:32
300,2024-08-06,Bit place more field miss.,28253.12,15901.54,12351.58,2023-05-13T14:48:44
301,2023-02-20,Expert suggest worker section cost despite.,4907.75,27891.45,-22983.70,2025-10-08T18:52:27
302,2021-08-25,Age themselves nor important claim third truth.,33534.56,32182.65,1351.91,2024-09-19T17:38:11
303,2022-10-17,Word responsibility want score director financial.,33190.00,316.90,32873.10,2022-10-31T21:33:59
304,2022-06-27,Region newspaper wear boy.,35658.63,25246.50,10412.13,2025-09-30T10:15:10
305,2021-10-26,Participant business morning pull near.,17651.89,27785.34,-10133.45,2023-11-19T11:22:52
306,2025-09-05,Finally place candidate pull good.,45010.54,10915.89,34094.65,2023-05-14T13:14:59
307,2025-08-04,Parent yes radio.,32947.90,19350.83,13597.07,2025-06-29T14:08:36
308,2021-04-08,Prepare include some fund southern sign.,33669.37,25644.42,8024.95,2025-10-11T13:42:48
309,2022-03-23,Until energy produce professional summer.,43828.50,28827.85,15000.65,2022-01-17T20:33:34
310,2024-06-24,Picture know Congress series relate.,29455.74,15763.10,13692.64,2023-06-30T05:36:20
311,2024-07-27,Often establish individual score.,17478.55,26369.20,-8890.65,2025-09-05T13:08:01
312,2025-02-23,Issue despite check imagine audience meet energy.,30957.84,32644.49,-1686.65,2023-07-24T13:56:56
313,2025-09-24,Admit report production song fish general.,9918.75,1794.95,8123.80,2022-07-11T18:17:29
314,2024-05-29,Better feeling black.,49705.40,4598.68,45106.72,2023-04-12T00:54:13
315,2020-12-04,Husband finish feeling town against fish.,6214.88,18589.94,-12375.06,2025-06-16T06:42:13
316,2024-03-17,Party author carry message evening quite.,37147.11,2557.84,34589.27,2023-12-30T07:07:22
317,2021-12-27,Age various decision act middle.,32626.74,34585.80,-1959.06,2022-03-09T23:51:58
318,2024-07-09,We seven specific time wrong.,12800.95,30354.74,-17553.79,2024-01-19T21:47:24
319,2021-03-14,Skill including until American instead.,11750.78,9280.55,2470.23,2024-01-28T13:18:42
320,2021-10-27,Mean agreement hospital conference design sense cause.,21600.97,14925.54,6675.43,2023-01-22T18:16:10
321,2022-05-19,Hit get behind stay.,22374.78,19362.47,3012.31,2023-11-11T19:20:04
322,2025-06-19,Hand remember source career.,22213.87,10027.63,12186.24,2021-12-05T16:15:45
323,2021-12-17,Store government call technology economic nor fly tough.,36109.24,32831.23,3278.01,2021-08-29T02:38:04
324,2023-03-17,Certain side catch house establish meeting.,19400.13,33319.07,-13918.94,2022-12-05T16:25:38
325,2024-04-19,Population both top much accept.,16740.32,34168.29,-17427.97,2025-07-07T06:59:44
326,2025-09-04,Voice later there.,16133.54,8272.68,7860.86,2021-09-03T12:17:15
327,2021-07-08,Provide six sell authority environmental sister.,3479.95,11982.26,-8502.31,2021-07-08T18:28:01
328,2023-08-02,Bring task security.,32352.79,17504.13,14848.66,2021-03-22T09:04:47
329,2021-06-20,Strong save bed hold.,4607.51,40.38,4567.13,2024-05-01T06:28:14
330,2021-01-10,Word agree could local my full trade.,45623.07,3000.49,42622.58,2021-06-27T09:59:05
331,2021-08-08,Performance bag service strong contain indeed.,44771.94,25110.06,19661.88,2021-06-15T21:15:24
332,2021-10-16,Quickly task full former.,43372.57,1193.84,42178.73,2020-11-18T14:17:59
333,2025-02-03,Act argue color care approach artist none.,39424.40,3413.56,36010.84,2024-12-09T09:38:37
334,2023-03-29,Third poor because contain history seven process.,33018.10,23056.85,9961.25,2024-11-30T13:15:24
335,2024-09-02,Science appear likely health or service.,1761.52,33694.76,-31933.24,2021-04-10T08:46:00
336,2023-04-03,Wonder eye suffer market your attention.,49822.44,15721.46,34100.98,2024-05-07T18:43:49
337,2021-11-08,Step one easy win face attention avoid.,35399.10,16492.09,18907.01,2023-03-31T15:02:30
338,2024-01-24,About space bag share minute institution.,38147.27,33301.00,4846.27,2021-11-09T17:51:13
339,2025-03-07,Want industry idea scientist.,13647.46,6062.44,7585.02,2023-04-26T01:08:34
340,2024-03-14,Coach interest use wish.,42234.19,36664.52,5569.67,2024-07-12T13:05:28
341,2023-08-20,Lot than though like yard toward.,4505.12,4788.28,-283.16,2025-11-01T06:49:14
342,2021-06-06,Able with painting page speech similar real.,46786.64,11593.24,35193.40,2023-10-09T15:45:38
343,2024-08-01,Debate child she this.,11513.17,15601.93,-4088.76,2023-02-20T03:14:25
344,2022-04-01,Once anything read cultural ever right.,25022.60,32386.72,-7364.12,2024-07-27T06:17:56
345,2024-09-21,Three culture give each buy trip.,39131.72,29413.85,9717.87,2025-07-13T04:53:41
346,2022-10-05,Significant hit would general at agreement hand town.,10901.19,13930.59,-3029.40,2022-04-20T17:51:12
347,2025-06-05,Fine particularly cultural dinner chance air cup.,9861.28,37209.41,-27348.13,2024-07-01T10:03:38
348,2022-06-07,Drug teach word well no idea down project.,42378.33,22912.86,19465.47,2022-11-08T03:24:31
349,2023-12-13,Those sign coach forget always improve record.,35756.43,35343.09,413.34,2024-03-22T04:33:00
350,2022-01-07,Particularly everything yard crime certain world in environmental.,16296.24,17819.57,-1523.33,2023-09-08T22:30:17
351,2021-12-12,Method clearly decision deal population white.,36796.35,15190.33,21606.02,2022-12-25T10:22:06
352,2023-12-21,Stuff measure do exactly.,10344.01,29171.80,-18827.79,2021-08-06T08:29:31
353,2024-12-15,Employee poor produce own race computer represent after.,23727.44,22409.44,1318.00,2022-10-02T19:38:52
354,2024-07-27,Increase building teacher hair alone ask.,4680.83,2215.49,2465.34,2022-04-13T01:50:39
355,2023-09-20,Walk worker whose others.,24960.96,20903.68,4057.28,2024-04-16T21:14:47
356,2025-07-04,Himself physical camera teach.,11199.87,23815.48,-12615.61,2022-05-28T20:24:38
357,2021-06-17,Buy book lot sister fast significant.,40584.61,33645.50,6939.11,2021-12-22T00:56:40
358,2024-06-07,Else its matter former themselves chair call.,13401.47,29040.89,-15639.42,2020-11-12T05:29:36
359,2024-04-08,Thing together develop ago shake position never.,37458.22,38605.41,-1147.19,2022-12-17T21:41:45
360,2021-06-15,High nature dinner cost PM.,3598.82,27194.59,-23595.77,2025-05-02T06:54:52
361,2022-04-25,Two fine act occur.,4408.37,24375.73,-19967.36,2025-01-06T22:34:37
362,2023-12-24,Board eye first sense.,31950.55,24299.76,7650.79,2024-02-24T01:20:39
363,2023-12-11,Three usually age soldier different director behavior.,32813.04,26807.17,6005.87,2022-01-15T17:51:12
364,2022-02-28,Compare language doctor several rise bank ever since.,11826.76,30837.42,-19010.66,2022-10-07T11:05:27
365,2021-07-24,Budget current pretty commercial.,19743.01,34425.33,-14682.32,2024-07-28T17:33:28
366,2025-09-12,Recent lawyer night run.,45826.42,13349.83,32476.59,2021-03-07T17:10:19
367,2021-12-17,Body economy onto yard risk long keep.,34901.79,10226.66,24675.13,2025-05-22T10:59:34
368,2021-10-13,Camera political make interesting hospital.,29004.72,30482.14,-1477.42,2022-07-15T15:29:16
369,2021-03-16,Five recent black story play.,29153.43,2545.32,26608.11,2023-11-20T16:11:02
370,2020-11-03,Station oil simply a whether security.,30257.78,13475.78,16782.00,2022-12-10T00:10:08
371,2022-04-25,Official campaign house popular.,44433.70,16035.94,28397.76,2022-09-29T10:20:08
372,2024-01-17,Despite industry whatever.,49941.86,2466.57,47475.29,2023-07-14T07:30:22
373,2025-09-20,Sell class evening ever decision pull even.,19693.28,15602.73,4090.55,2024-06-28T14:41:08
374,2022-08-08,Treat office conference next hospital score.,35550.32,4724.81,30825.51,2021-01-21T07:47:34
375,2022-03-18,Newspaper herself my attorney sort return.,49529.60,14348.12,35181.48,2024-05-26T00:56:07
376,2025-10-11,Trip executive certainly religious happen certainly life.,3861.02,10359.07,-6498.05,2025-01-26T21:28:40
377,2022-06-29,Idea study nice head car even doctor.,22266.66,18492.82,3773.84,2023-05-06T17:06:32
378,2021-11-19,Doctor across work either involve.,37048.34,38404.15,-1355.81,2024-11-02T02:11:51
379,2025-09-09,Magazine try phone usually pressure involve.,35615.16,25918.97,9696.19,2023-02-17T18:34:32
380,2025-10-24,Party trip expert he behind late entire.,43554.75,33571.03,9983.72,2025-03-10T02:21:15
381,2025-07-14,Serve actually meeting go.,25071.48,3616.24,21455.24,2023-12-12T15:29:30
382,2021-07-06,Challenge industry field sign.,37044.78,14557.83,22486.95,2021-08-16T17:14:51
383,2025-04-22,Water herself experience public.,43177.67,30149.55,13028.12,2022-11-12T03:26:14
384,2022-12-08,Recent fine my position start.,43682.25,27513.06,16169.19,2023-08-11T21:12:11
385,2024-02-02,Truth between each civil thank.,23820.96,25271.68,-1450.72,2024-05-03T11:10:47
386,2025-03-29,Benefit order energy control fast everyone physical.,33541.27,9853.56,23687.71,2024-06-09T02:23:37
387,2020-11-21,Per technology score even have film trade film.,20780.80,37240.39,-16459.59,2021-11-11T05:34:08
388,2025-01-09,Than group owner Congress enter take push.,24136.53,25144.35,-1007.82,2022-10-14T02:29:10
389,2020-11-21,Today high writer.,8159.42,32072.53,-23913.11,2024-10-02T13:46:35
390,2023-09-20,Gun old management run large will.,15845.14,29971.96,-14126.82,2021-11-15T13:21:22
391,2021-10-07,Author financial story.,19628.35,18432.44,1195.91,2021-11-30T04:43:05
392,2021-07-05,Smile with side effect wish.,34848.65,13385.56,21463.09,2025-01-12T23:25:09
393,2023-12-23,Parent song under.,14909.97,23708.97,-8799.00,2023-02-12T23:21:24
394,2022-03-24,End society ten good best left fine.,35711.36,1477.32,34234.04,2021-05-09T04:54:28
395,2023-02-05,Art return such wife responsibility do food phone.,4458.59,7285.88,-2827.29,2023-02-25T20:08:59
396,2023-01-28,Wear capital he service program matter current.,29390.77,24206.22,5184.55,2025-05-12T04:14:09
397,2024-06-21,Relationship case matter southern full large.,30449.20,24052.85,6396.35,2024-11-04T14:44:57
398,2023-10-25,Seem model wall for relate.,4804.95,11697.65,-6892.70,2021-03-04T00:08:59
399,2021-12-11,System class international instead age find.,27454.65,38958.16,-11503.51,2024-07-09T08:03:01
400,2024-01-16,Husband professor who agency clear why gas.,47039.00,378.62,46660.38,2022-03-20T14:46:57
401,2021-03-01,Growth born science customer beat person.,32842.89,22955.22,9887.67,2022-02-22T17:31:43
402,2025-10-05,Treat month way family guy.,10844.55,27816.57,-16972.02,2023-04-14T16:03:35
403,2024-10-21,Turn focus nice employee source.,5243.46,39224.38,-33980.92,2023-11-15T22:35:28
404,2024-06-09,Teach such church.,19554.74,22877.14,-3322.40,2021-06-14T15:47:01
405,2022-06-02,Local then plant there seat.,23548.25,10472.80,13075.45,2025-01-25T07:33:42
406,2024-07-04,Affect second if anyone together person.,985.57,2573.54,-1587.97,2023-06-02T00:49:02
407,2025-03-01,Civil task them audience leave set big time.,21727.94,21800.91,-72.97,2022-04-01T06:50:48
408,2022-10-28,Conference town American parent different.,26787.22,3029.70,23757.52,2020-11-08T04:14:51
409,2023-09-24,Without into same help job trial however.,24986.11,3343.68,21642.43,2023-12-27T11:40:00
410,2022-01-15,Against administration visit respond owner civil institution.,6770.38,24301.13,-17530.75,2022-08-02T05:54:45
411,2024-02-21,Figure especially positive job drive work.,3369.92,10636.51,-7266.59,2021-06-19T03:23:40
412,2024-02-18,Effort case story rate each carry.,35019.23,25845.90,9173.33,2020-12-10T23:42:59
413,2020-11-27,Mission draw spring.,3156.22,23617.44,-20461.22,2021-01-09T17:56:50
414,2023-03-21,Recent new professional price share together.,39824.85,30115.53,9709.32,2022-04-12T18:39:04
415,2025-09-17,Kid maintain crime indeed.,23646.06,26657.34,-3011.28,2024-04-23T02:02:29
416,2022-04-12,Worker executive new professor above.,45359.66,13439.86,31919.80,2024-11-04T04:41:19
417,2023-07-14,Soldier modern seven like because phone what.,30001.72,6205.54,23796.18,2025-02-14T13:32:33
418,2023-03-31,Congress new big baby allow final.,34636.03,14461.24,20174.79,2022-02-25T20:27:59
419,2022-06-12,Explain avoid money law start during what return.,6482.30,21871.82,-15389.52,2024-12-04T00:10:51
420,2022-11-12,Local street where its rest friend.,27818.60,26727.24,1091.36,2022-01-27T21:22:13
421,2025-06-04,Bill specific test certainly all system speak.,43481.32,35929.98,7551.34,2024-10-20T08:56:10
422,2025-03-07,Finally town place model past star.,9747.97,31353.39,-21605.42,2024-08-04T21:01:38
423,2020-12-10,Court piece war hand successful.,7568.07,5913.69,1654.38,2023-06-07T23:36:56
424,2020-12-07,Smile down relate middle ever performance.,38912.57,28539.92,10372.65,2024-05-31T15:57:01
425,2022-01-19,Put person some to much manager.,30417.64,8911.88,21505.76,2024-04-27T17:00:58
426,2024-06-08,Follow factor family bill stand down.,11776.88,38020.97,-26244.09,2021-03-05T18:16:58
427,2025-06-02,Stock thousand fear recent sense friend.,27158.39,17553.11,9605.28,2023-04-09T03:38:47
428,2025-01-18,Mouth yes dinner seven environmental away state.,30623.32,4154.81,26468.51,2025-01-03T17:07:07
429,2024-07-15,Your individual drop couple student special reach.,36309.98,7755.46,28554.52,2022-09-16T12:51:11
430,2023-08-27,Race perform entire enjoy raise another.,40141.52,23945.07,16196.45,2021-12-11T07:35:13
431,2021-04-04,Final area dinner around court.,20497.04,19376.97,1120.07,2024-06-02T19:00:27
432,2025-10-11,Congress act short unit.,7832.43,21049.92,-13217.49,2022-06-04T16:43:52
433,2023-09-07,Such clear single wear left authority mission.,15490.14,29500.78,-14010.64,2023-12-29T09:02:32
434,2023-12-08,Single industry feel set fine explain fear.,13304.13,11079.22,2224.91,2022-03-21T07:27:33
435,2024-05-31,Also entire will class.,17996.81,1353.14,16643.67,2023-09-01T01:16:29
436,2020-12-07,Benefit about must when development rather.,34222.42,35874.65,-1652.23,2022-08-20T12:54:34
437,2024-02-23,State bit behind energy once push quality.,12269.48,30327.65,-18058.17,2022-03-05T00:25:33
438,2025-07-27,On quickly interesting project where enjoy him size.,46165.06,4916.15,41248.91,2021-12-26T21:39:54
439,2023-10-17,Though politics majority watch.,27531.40,14136.91,13394.49,2025-03-16T01:46:02
440,2025-11-01,Arrive drop security note although clear stock.,34214.72,21053.41,13161.31,2023-01-28T10:16:19
441,2024-04-02,Pick mouth off with.,2455.88,21593.67,-19137.79,2025-02-19T10:38:20
442,2024-11-10,Light team kitchen lot since.,15804.60,29601.38,-13796.78,2022-02-12T00:03:32
443,2023-10-05,Work image development federal action.,40941.24,37678.54,3262.70,2021-05-13T16:01:14
444,2022-01-26,Dream building rest move party able offer.,37508.39,29886.96,7621.43,2021-11-22T11:56:13
445,2021-01-17,Together argue mention cost throughout pretty.,16920.92,4444.58,12476.34,2023-04-07T12:18:03
446,2021-02-19,Week here war figure recognize.,598.88,21191.20,-20592.32,2021-05-22T18:55:35
447,2025-01-24,Gas trip value pattern future style just.,5443.62,22480.48,-17036.86,2021-01-02T16:23:33
448,2023-05-25,Run for cold represent address.,32087.50,35586.08,-3498.58,2022-05-29T00:08:11
449,2021-02-25,Turn back nothing thus along allow risk.,41184.91,19459.27,21725.64,2022-08-30T05:11:08
450,2021-06-27,Treatment change morning section contain into book.,24591.12,38647.97,-14056.85,2024-09-11T04:44:00
451,2022-10-30,Over record enough president American.,12681.94,17409.67,-4727.73,2023-09-26T22:38:05
452,2023-05-08,Late among change or.,29413.60,17861.47,11552.13,2024-10-05T22:30:07
453,2022-09-03,Onto room hold professional fill whatever.,40565.95,29194.92,11371.03,2022-08-14T22:30:46
454,2025-01-01,Book which phone assume fish according respond.,47739.00,15077.11,32661.89,2023-11-05T12:31:51
