id,product,sku,warehouse,quantity,reorder_level,status,updated_at
1200,Candidate GhostWhite,SKU-101200,WH-A,1851,413,Discontinued,2025-05-29T02:10:04
1201,Tend IndianRed,SKU-101201,WH-C,1700,489,Discontinued,2024-02-10T23:14:45
1202,Behavior LightPink,SKU-101202,WH-C,1425,449,Available,2024-04-25T22:45:01
1203,Hair LimeGreen,SKU-101203,WH-C,1873,103,Backordered,2023-01-31T23:25:07
1204,Those MediumBlue,SKU-101204,Main Warehouse,1693,131,Discontinued,2023-03-19T08:24:37
1205,Consumer ForestGreen,SKU-101205,WH-B,789,76,Backordered,2025-08-01T22:09:40
1206,Work LawnGreen,SKU-101206,WH-A,1059,483,Low Stock,2025-03-29T17:51:14
1207,Break Aqua,SKU-101207,WH-A,364,163,Discontinued,2025-03-11T07:34:08
1208,Behavior Purple,SKU-101208,Main Warehouse,482,398,Discontinued,2025-06-29T06:03:25
1209,So MidnightBlue,SKU-101209,Main Warehouse,983,97,Backordered,2022-12-28T23:36:12
1210,See Gray,SKU-101210,WH-C,391,335,Backordered,2023-03-21T08:37:37
1211,Join BlanchedAlmond,SKU-101211,WH-B,1289,462,Backordered,2024-01-07T02:29:56
1212,Throw Tan,SKU-101212,WH-C,1275,469,Discontinued,2025-01-25T23:26:03
1213,Wrong Pink,SKU-101213,Main Warehouse,337,319,Discontinued,2025-10-28T23:39:53
1214,Southern Lime,SKU-101214,WH-C,975,66,Backordered,2024-10-13T17:58:39
1215,Table PaleGoldenRod,SKU-101215,Main Warehouse,1541,374,Backordered,2025-06-14T22:33:40
1216,Free SeaGreen,SKU-101216,WH-B,1831,275,Available,2023-05-31T12:08:38
1217,Part MediumPurple,SKU-101217,WH-B,1256,478,Available,2023-06-10T05:38:59
1218,Many Yellow,SKU-101218,WH-B,553,485,Available,2023-07-29T08:51:35
1219,Parent Coral,SKU-101219,WH-C,256,160,Discontinued,2022-11-03T07:34:11
1220,Bank Turquoise,SKU-101220,Main Warehouse,1968,35,Available,2025-02-12T21:42:50
1221,However Cyan,SKU-101221,WH-A,1162,156,Available,2024-09-06T23:25:45
1222,Create Orchid,SKU-101222,WH-A,858,367,Backordered,2025-02-23T16:23:03
1223,Example DimGray,SKU-101223,Main Warehouse,467,254,Discontinued,2024-05-17T18:06:23
1224,Admit SkyBlue,SKU-101224,WH-B,589,460,Low Stock,2023-07-31T06:45:41
1225,Product Navy,SKU-101225,Main Warehouse,782,365,Low Stock,2023-01-19T11:12:08
1226,Open LightGray,SKU-101226,WH-B,749,143,Low Stock,2025-06-24T03:43:00
1227,State Wheat,SKU-101227,WH-A,452,221,Low Stock,2024-03-08T00:31:20
1228,Manager DarkGray,SKU-101228,WH-A,1219,399,Available,2025-10-06T15:45:38
1229,Reduce SeaShell,SKU-101229,WH-C,1890,435,Available,2025-09-01T09:43:29
1230,Six CornflowerBlue,SKU-101230,WH-A,1390,180,Low Stock,2024-09-14T07:29:18
1231,Magazine AliceBlue,SKU-101231,Main Warehouse,495,65,Available,2024-11-19T15:54:28
1232,Financial Violet,SKU-101232,Main Warehouse,377,429,Low Stock,2023-03-22T08:19:20
1233,Lot DarkSeaGreen,SKU-101233,Main Warehouse,636,476,Available,2022-11-17T12:29:58
1234,Look BlanchedAlmond,SKU-101234,WH-C,1006,453,Backordered,2025-04-21T13:28:22
1235,Call DarkViolet,SKU-101235,Main Warehouse,1170,413,Available,2025-07-26T15:54:34
1236,As Chocolate,SKU-101236,WH-A,1298,43,Backordered,2023-02-08T02:54:15
1237,Concern AliceBlue,SKU-101237,WH-B,1880,322,Low Stock,2023-06-21T22:38:39
1238,Nor MediumSeaGreen,SKU-101238,WH-B,675,322,Backordered,2025-01-31T12:19:15
1239,Meeting LightSeaGreen,SKU-101239,Main Warehouse,1640,166,Low Stock,2024-10-10T21:05:35
1240,Ask LemonChiffon,SKU-101240,WH-B,1178,285,Low Stock,2023-09-21T11:59:03
1241,Hope Beige,SKU-101241,WH-C,1262,223,Discontinued,2022-11-26T00:27:36
1242,Company SpringGreen,SKU-101242,Main Warehouse,1612,254,Available,2025-01-02T23:10:55
1243,Player OrangeRed,SKU-101243,WH-C,510,451,Available,2025-05-19T19:00:59
1244,Cause Yellow,SKU-101244,WH-B,340,230,Low Stock,2023-12-13T07:24:38
1245,Price RosyBrown,SKU-101245,WH-C,952,383,Low Stock,2023-08-22T08:23:30
1246,Executive OrangeRed,SKU-101246,Main Warehouse,664,15,Available,2023-10-15T03:34:36
1247,Mrs DarkOliveGreen,SKU-101247,WH-B,293,319,Available,2025-02-14T19:19:28
1248,Data RosyBrown,SKU-101248,WH-A,1440,335,Available,2023-09-23T20:57:27
1249,Director PaleGreen,SKU-101249,Main Warehouse,615,441,Discontinued,2023-09-04T10:04:50
1250,Its GreenYellow,SKU-101250,Main Warehouse,138,452,Backordered,2023-03-30T18:52:38
1251,High LightSlateGray,SKU-101251,WH-C,298,241,Discontinued,2023-11-27T03:43:49
1252,Back Khaki,SKU-101252,WH-B,1724,387,Backordered,2022-12-13T18:30:20
1253,Human PaleGreen,SKU-101253,WH-C,532,347,Available,2024-06-08T03:13:26
1254,Information MistyRose,SKU-101254,WH-C,360,338,Low Stock,2023-07-03T17:32:07
1255,Fact PapayaWhip,SKU-101255,WH-A,820,327,Discontinued,2024-05-09T10:01:24
1256,Bit BlueViolet,SKU-101256,WH-B,1482,371,Available,2025-08-01T09:54:19
1257,This DeepSkyBlue,SKU-101257,Main Warehouse,907,496,Backordered,2025-07-05T11:17:52
1258,According FireBrick,SKU-101258,WH-C,1937,302,Low Stock,2023-06-09T23:35:37
1259,Agent GhostWhite,SKU-101259,WH-B,626,499,Low Stock,2025-09-17T10:56:34
1260,Yard MediumSeaGreen,SKU-101260,Main Warehouse,1203,19,Backordered,2024-03-16T17:16:33
1261,Newspaper Sienna,SKU-101261,WH-C,1748,118,Low Stock,2024-12-27T00:04:21
1262,We PaleGoldenRod,SKU-101262,WH-C,357,272,Discontinued,2025-10-25T17:53:46
1263,Ground Bisque,SKU-101263,WH-B,684,243,Low Stock,2023-10-23T07:12:12
1264,Remain ForestGreen,SKU-101264,WH-B,1694,418,Available,2025-10-02T08:12:48
1265,Very LightSlateGray,SKU-101265,WH-B,504,20,Discontinued,2024-02-01T13:06:45
1266,Second PapayaWhip,SKU-101266,WH-B,567,184,Low Stock,2024-10-12T03:57:39
1267,Collection PeachPuff,SKU-101267,WH-B,103,102,Low Stock,2024-12-19T11:29:41
1268,Majority Red,SKU-101268,Main Warehouse,635,61,Low Stock,2023-07-01T18:26:19
1269,Area Olive,SKU-101269,WH-B,600,398,Discontinued,2024-11-03T06:46:02
1270,Husband DeepPink,SKU-101270,WH-C,44,334,Backordered,2024-12-14T16:49:31
1271,Generation MediumVioletRed,SKU-101271,WH-B,1463,429,Discontinued,2023-12-17T06:05:40
1272,His YellowGreen,SKU-101272,WH-B,112,133,Low Stock,2024-05-29T13:51:08
1273,Place DimGray,SKU-101273,WH-C,91,175,Available,2023-11-27T21:26:00
1274,Media PaleVioletRed,SKU-101274,Main Warehouse,98,74,Low Stock,2025-01-12T02:12:04
1275,Floor DarkViolet,SKU-101275,WH-B,668,59,Available,2025-02-23T08:13:06
1276,Visit SteelBlue,SKU-101276,Main Warehouse,1451,55,Backordered,2022-12-04T20:26:09
1277,Common Yellow,SKU-101277,WH-C,664,283,Discontinued,2025-04-18T10:08:47
1278,Hour SkyBlue,SKU-101278,WH-A,1646,310,Backordered,2023-07-04T04:13:05
1279,Should DarkGoldenRod,SKU-101279,WH-A,559,87,Low Stock,2023-10-29T20:26:51
1280,Interview DeepPink,SKU-101280,WH-C,1938,184,Discontinued,2023-06-04T15:14:10
1281,Others LightPink,SKU-101281,WH-C,145,50,Low Stock,2025-06-16T08:22:02
1282,Usually MediumTurquoise,SKU-101282,WH-C,1665,200,Available,2025-05-23T03:19:39
1283,Benefit LightSeaGreen,SKU-101283,WH-B,656,129,Available,2023-02-11T16:24:07
1284,Five Lavender,SKU-101284,Main Warehouse,1578,274,Available,2024-08-06T20:47:42
1285,Return Ivory,SKU-101285,WH-A,1729,137,Backordered,2023-10-09T12:29:04
1286,Stay SlateGray,SKU-101286,WH-A,715,376,Low Stock,2024-10-27T23:47:35
1287,Now MediumVioletRed,SKU-101287,WH-C,1251,140,Available,2023-08-28T12:37:48
1288,Treat HoneyDew,SKU-101288,Main Warehouse,225,180,Discontinued,2023-09-07T18:19:59
1289,Expect Gold,SKU-101289,WH-C,733,264,Available,2024-09-23T23:01:52
1290,Ability LimeGreen,SKU-101290,Main Warehouse,885,418,Low Stock,2023-01-04T21:24:47
1291,Development Blue,SKU-101291,WH-B,1963,273,Low Stock,2023-02-11T06:33:45
1292,Admit LightGreen,SKU-101292,WH-C,838,135,Available,2023-10-03T15:42:09
1293,Institution Moccasin,SKU-101293,Main Warehouse,246,391,Discontinued,2023-05-31T17:05:15
1294,Baby DarkRed,SKU-101294,WH-B,1731,446,Available,2024-05-07T22:47:29
1295,Natural WhiteSmoke,SKU-101295,WH-C,1826,495,Discontinued,2025-05-23T11:50:15
1296,Me CadetBlue,SKU-101296,WH-B,647,77,Available,2025-03-08T01:49:21
1297,Party Beige,SKU-101297,WH-A,938,233,Available,2025-06-05T03:45:51
1298,Lead RoyalBlue,SKU-101298,WH-C,85,158,Low Stock,2025-10-20T13:35:06
1299,Product Silver,SKU-101299,WH-A,643,320,Discontinued,2024-06-29T00:03:02
1300,Election PowderBlue,SKU-101300,WH-C,1367,343,Discontinued,2023-08-27T15:09:22
1301,There PaleGoldenRod,SKU-101301,Main Warehouse,943,459,Available,2025-09-26T18:42:26
1302,Side DarkViolet,SKU-101302,WH-C,388,361,Low Stock,2024-04-08T13:42:41
1303,Rest Cyan,SKU-101303,Main Warehouse,49,477,Available,2025-10-19T15:12:31
1304,Reason Orange,SKU-101304,WH-A,223,32,Available,2024-07-26T05:34:41
1305,Agency AliceBlue,SKU-101305,WH-C,1567,396,Discontinued,2024-08-30T05:10:54
1306,Environment ForestGreen,SKU-101306,WH-A,1739,35,Low Stock,2025-09-16T14:21:24
1307,Partner FloralWhite,SKU-101307,WH-B,994,435,Available,2024-10-02T09:15:02
1308,Discover DimGray,SKU-101308,WH-B,78,153,Discontinued,2023-05-25T10:33:54
1309,Adult Orange,SKU-101309,WH-A,790,490,Low Stock,2023-08-03T03:40:27
1310,Religious SeaGreen,SKU-101310,WH-A,834,270,Discontinued,2025-02-28T18:30:56
1311,What LightCyan,SKU-101311,WH-C,181,280,Backordered,2023-08-03T10:13:30
1312,Age Purple,SKU-101312,Main Warehouse,1906,315,Available,2024-06-19T16:42:27
1313,Price MidnightBlue,SKU-101313,WH-C,1285,28,Discontinued,2023-07-22T18:03:32
1314,Participant Beige,SKU-101314,WH-C,819,398,Low Stock,2022-11-29T08:30:03
1315,Participant Chartreuse,SKU-101315,Main Warehouse,980,100,Available,2023-04-16T17:38:48
1316,Out LemonChiffon,SKU-101316,WH-A,981,496,Low Stock,2024-01-25T22:58:07
1317,World HoneyDew,SKU-101317,Main Warehouse,320,431,Available,2023-12-01T07:27:33
1318,Public RosyBrown,SKU-101318,WH-A,1378,352,Backordered,2024-06-16T17:43:21
1319,Member OldLace,SKU-101319,Main Warehouse,316,333,Low Stock,2024-12-13T11:44:13
1320,Couple Tan,SKU-101320,Main Warehouse,431,190,Discontinued,2024-10-28T23:47:44
1321,Degree LightGoldenRodYellow,SKU-101321,WH-C,36,248,Low Stock,2025-10-12T11:07:30
1322,Even Silver,SKU-101322,WH-A,1964,283,Low Stock,2023-01-11T04:08:49
1323,Third LightSteelBlue,SKU-101323,WH-A,1574,214,Discontinued,2023-12-05T17:16:44
1324,Oil HotPink,SKU-101324,WH-C,211,338,Backordered,2025-03-11T04:42:46
1325,Admit SpringGreen,SKU-101325,WH-C,2000,155,Low Stock,2023-11-25T11:20:26
1326,Later FireBrick,SKU-101326,Main Warehouse,945,466,Available,2023-05-29T00:56:56
1327,Up WhiteSmoke,SKU-101327,WH-C,793,256,Backordered,2025-03-30T16:20:48
1328,Answer DarkKhaki,SKU-101328,WH-A,1932,232,Discontinued,2024-01-17T09:50:10
1329,Game LimeGreen,SKU-101329,Main Warehouse,920,200,Available,2024-11-14T06:56:23
1330,Environment GreenYellow,SKU-101330,WH-C,1562,261,Available,2023-07-03T14:29:50
1331,Owner WhiteSmoke,SKU-101331,WH-A,870,165,Backordered,2025-07-19T20:54:44
1332,Kid FireBrick,SKU-101332,Main Warehouse,93,189,Backordered,2023-02-18T03:57:14
1333,Commercial Beige,SKU-101333,Main Warehouse,424,165,Low Stock,2025-01-20T17:26:40
1334,Simple LemonChiffon,SKU-101334,WH-A,1031,34,Discontinued,2022-11-11T09:29:58
1335,Discover SandyBrown,SKU-101335,WH-B,1205,487,Low Stock,2022-12-06T07:42:29
1336,Voice Brown,SKU-101336,WH-A,1474,26,Low Stock,2025-07-02T09:43:42
1337,Question MediumAquaMarine,SKU-101337,WH-C,1083,437,Backordered,2024-07-13T00:58:46
1338,School LightGray,SKU-101338,Main Warehouse,678,398,Low Stock,2023-09-01T01:20:31
1339,They Lavender,SKU-101339,WH-B,1578,250,Discontinued,2023-06-11T07:54:11
1340,New LightCoral,SKU-101340,Main Warehouse,1627,133,Available,2023-05-29T17:26:57
1341,Throughout DimGray,SKU-101341,WH-B,203,203,Discontinued,2025-08-07T20:18:47
1342,Color CornflowerBlue,SKU-101342,Main Warehouse,221,313,Low Stock,2024-08-18T09:19:32
1343,Thought FireBrick,SKU-101343,Main Warehouse,220,200,Backordered,2025-06-08T19:04:43
1344,Body Aquamarine,SKU-101344,Main Warehouse,1378,88,Available,2024-02-24T15:18:39
1345,At AliceBlue,SKU-101345,WH-A,294,144,Available,2023-06-21T00:37:55
1346,Director Cyan,SKU-101346,WH-B,1953,201,Backordered,2023-10-13T14:34:11
1347,Read MidnightBlue,SKU-101347,WH-C,657,22,Available,2024-08-12T20:36:55
1348,Sea YellowGreen,SKU-101348,WH-C,605,312,Available,2023-02-07T11:37:52
1349,Note SeaGreen,SKU-101349,WH-A,1363,298,Low Stock,2023-10-29T07:26:36
1350,Pull Blue,SKU-101350,Main Warehouse,822,333,Discontinued,2024-04-16T23:07:48
1351,Detail DarkSlateGray,SKU-101351,WH-B,1065,271,Discontinued,2025-07-22T03:58:58
1352,Physical Chartreuse,SKU-101352,WH-B,634,203,Available,2023-11-19T11:18:36
1353,Continue RosyBrown,SKU-101353,Main Warehouse,439,16,Low Stock,2025-06-23T02:00:45
1354,Peace LightGoldenRodYellow,SKU-101354,WH-C,509,279,Low Stock,2025-10-05T05:05:28
1355,Law FloralWhite,SKU-101355,WH-A,56,25,Available,2025-07-05T19:30:13
1356,Involve Purple,SKU-101356,WH-C,457,170,Low Stock,2023-09-25T04:47:42
1357,Without GoldenRod,SKU-101357,WH-C,1266,489,Low Stock,2025-10-18T23:02:36
1358,Test LawnGreen,SKU-101358,WH-A,1007,364,Backordered,2024-09-10T01:09:19
1359,Future DeepSkyBlue,SKU-101359,WH-A,896,300,Discontinued,2023-11-04T00:31:02
1360,Send YellowGreen,SKU-101360,WH-C,555,221,Discontinued,2023-04-24T12:44:53
1361,Type Turquoise,SKU-101361,WH-B,1048,327,Discontinued,2023-07-21T05:14:26
1362,Sell DarkOrange,SKU-101362,WH-B,735,61,Discontinued,2025-09-26T18:03:13
1363,Official AntiqueWhite,SKU-101363,WH-B,297,182,Low Stock,2024-10-15T21:32:55
1364,Fire DarkGreen,SKU-101364,Main Warehouse,1593,177,Discontinued,2023-01-22T15:42:44
1365,Very Beige,SKU-101365,WH-A,8,94,Low Stock,2025-10-24T04:43:00
1366,Conference CadetBlue,SKU-101366,WH-B,76,76,Low Stock,2025-04-09T19:13:05
1367,Exactly GhostWhite,SKU-101367,WH-C,79,200,Discontinued,2024-05-22T18:36:06
1368,Still Yellow,SKU-101368,Main Warehouse,924,446,Available,2023-12-31T23:48:07
1369,Suggest Teal,SKU-101369,WH-B,736,50,Backordered,2024-10-09T15:09:53
1370,Chance Beige,SKU-101370,WH-A,1691,144,Available,2024-04-11T05:35:31
1371,Modern ForestGreen,SKU-101371,WH-B,1581,451,Available,2024-01-31T13:27:15
1372,Medical Beige,SKU-101372,WH-C,142,221,Discontinued,2025-03-09T23:51:18
1373,Carry SlateBlue,SKU-101373,Main Warehouse,88,373,Available,2024-06-22T22:34:16
1374,Road WhiteSmoke,SKU-101374,WH-B,445,306,Low Stock,2024-08-24T22:14:58
1375,Card DarkCyan,SKU-101375,Main Warehouse,1079,293,Backordered,2024-02-22T06:26:58
1376,Arrive LemonChiffon,SKU-101376,WH-C,995,335,Available,2025-03-06T20:27:54
1377,Push Chartreuse,SKU-101377,Main Warehouse,1637,109,Discontinued,2025-06-29T20:55:33
1378,Back Sienna,SKU-101378,WH-A,668,81,Discontinued,2024-09-08T04:26:33
1379,Cup MediumSeaGreen,SKU-101379,Main Warehouse,1252,175,Backordered,2024-05-27T03:02:32
1380,Group SteelBlue,SKU-101380,WH-C,620,89,Available,2025-05-05T15:29:20
1381,Ever SlateGray,SKU-101381,WH-B,327,419,Backordered,2025-04-30T13:45:45
1382,Kitchen SeaShell,SKU-101382,WH-B,514,284,Discontinued,2024-01-21T12:25:34
1383,Southern DarkOliveGreen,SKU-101383,WH-B,1483,46,Low Stock,2024-02-01T19:50:25
1384,Future SpringGreen,SKU-101384,Main Warehouse,480,246,Available,2023-04-15T07:28:39
1385,Baby DarkViolet,SKU-101385,WH-C,751,31,Low Stock,2024-09-09T15:46:10
1386,Approach Tomato,SKU-101386,WH-A,1715,437,Available,2024-12-05T21:17:03
1387,Local BlueViolet,SKU-101387,WH-A,1424,88,Discontinued,2023-07-04T20:55:42
1388,Per Wheat,SKU-101388,Main Warehouse,1292,310,Available,2025-08-05T10:23:25
1389,Professor DarkGreen,SKU-101389,WH-C,1613,72,Low Stock,2024-12-31T21:16:17
1390,Health AntiqueWhite,SKU-101390,Main Warehouse,13,206,Available,2023-10-31T21:03:12
1391,Describe PaleGoldenRod,SKU-101391,WH-A,540,242,Available,2023-11-30T06:43:31
1392,Wind Red,SKU-101392,WH-A,1701,62,Low Stock,2025-04-09T15:43:59
1393,About SpringGreen,SKU-101393,WH-C,1734,495,Discontinued,2023-02-15T13:27:14
1394,Too Silver,SKU-101394,WH-B,1819,165,Discontinued,2023-04-29T21:00:32
1395,Hit Blue,SKU-101395,Main Warehouse,1147,292,Low Stock,2022-11-08T23:13:28
1396,Service DeepSkyBlue,SKU-101396,WH-C,129,33,Low Stock,2025-01-28T19:45:52
1397,Very Chartreuse,SKU-101397,WH-C,160,153,Available,2024-03-18T07:10:32
1398,Major LightBlue,SKU-101398,WH-B,1547,45,Available,2023-02-17T06:14:40
1399,Relate DarkTurquoise,SKU-101399,WH-A,1933,449,Available,2025-03-24T18:42:46
1400,Project MediumSlateBlue,SKU-101400,WH-C,19,495,Backordered,2023-01-22T09:44:03
1401,Together CornflowerBlue,SKU-101401,WH-A,1428,370,Low Stock,2025-02-22T02:01:09
1402,Purpose Gainsboro,SKU-101402,WH-B,644,335,Available,2025-02-28T14:58:40
1403,Face SkyBlue,SKU-101403,Main Warehouse,1789,310,Available,2023-03-15T05:26:16
1404,Space DarkSlateBlue,SKU-101404,WH-C,638,240,Available,2023-04-11T21:53:37
1405,Picture SkyBlue,SKU-101405,WH-C,848,10,Backordered,2024-02-01T01:47:35
1406,Clearly Magenta,SKU-101406,WH-A,1652,472,Discontinued,2023-12-26T15:24:27
1407,Risk DeepPink,SKU-101407,Main Warehouse,204,161,Discontinued,2022-12-18T22:04:23
1408,Sense NavajoWhite,SKU-101408,WH-B,141,21,Low Stock,2024-10-25T03:27:39
1409,Admit DarkSlateGray,SKU-101409,WH-A,537,424,Backordered,2023-10-10T14:18:19
1410,Middle MediumBlue,SKU-101410,Main Warehouse,556,171,Discontinued,2024-08-06T05:59:59
1411,Case Chartreuse,SKU-101411,WH-B,1938,401,Low Stock,2023-03-09T11:57:32
1412,Treatment Black,SKU-101412,Main Warehouse,671,348,Discontinued,2023-11-24T10:34:26
1413,Think Thistle,SKU-101413,WH-C,1619,37,Discontinued,2024-05-15T12:14:05
1414,Believe Tan,SKU-101414,WH-C,55,123,Low Stock,2023-10-16T19:03:50
1415,Special SpringGreen,SKU-101415,Main Warehouse,543,142,Discontinued,2024-12-28T13:50:38
1416,Physical Coral,SKU-101416,WH-A,1237,492,Low Stock,2024-08-30T22:57:02
1417,Town MediumSpringGreen,SKU-101417,WH-B,1246,64,Low Stock,2025-09-30T12:15:21
1418,Hotel DarkBlue,SKU-101418,Main Warehouse,1531,324,Backordered,2024-09-01T01:04:07
1419,Executive LightGoldenRodYellow,SKU-101419,WH-A,380,427,Discontinued,2023-10-17T05:14:33
1420,Seem LightGreen,SKU-101420,WH-C,145,12,Discontinued,2024-10-02T02:35:06
1421,Expert LightCoral,SKU-101421,WH-A,459,95,Discontinued,2025-10-09T19:05:01
1422,Themselves DarkGoldenRod,SKU-101422,Main Warehouse,718,129,Available,2024-05-10T04:39:09
1423,Kid SeaShell,SKU-101423,WH-A,712,260,Discontinued,2023-11-24T07:08:38
1424,When YellowGreen,SKU-101424,WH-B,179,360,Available,2024-01-29T18:04:42
1425,Final Fuchsia,SKU-101425,WH-A,54,283,Discontinued,2024-10-08T11:12:24
1426,Material LavenderBlush,SKU-101426,WH-C,604,218,Available,2023-11-14T12:26:36
1427,Continue MintCream,SKU-101427,WH-B,659,125,Discontinued,2023-10-24T20:30:01
1428,Whose DarkTurquoise,SKU-101428,WH-A,795,486,Backordered,2022-12-09T05:24:52
1429,Current SaddleBrown,SKU-101429,WH-A,125,153,Discontinued,2023-08-15T16:05:37
1430,Require LightPink,SKU-101430,WH-C,1946,276,Discontinued,2025-03-06T09:45:22
1431,Nation LimeGreen,SKU-101431,Main Warehouse,1227,163,Discontinued,2023-05-13T07:48:33
1432,Explain Peru,SKU-101432,WH-C,1041,139,Available,2025-06-15T20:56:26
1433,Young LightGoldenRodYellow,SKU-101433,Main Warehouse,24,469,Low Stock,2024-07-04T16:45:00
1434,Position DarkSlateGray,SKU-101434,Main Warehouse,1655,64,Available,2024-06-13T06:42:21
1435,Rock LightCoral,SKU-101435,WH-A,1886,466,Discontinued,2025-10-07T07:48:00
1436,Care PaleGoldenRod,SKU-101436,Main Warehouse,8,395,Available,2025-07-03T19:49:58
1437,Your DarkSalmon,SKU-101437,Main Warehouse,995,496,Low Stock,2025-03-09T05:53:35
1438,Upon LightCyan,SKU-101438,Main Warehouse,641,303,Backordered,2023-10-16T18:30:29
1439,Most DarkSlateBlue,SKU-101439,WH-B,1656,113,Available,2023-01-31T20:28:07
1440,Door DeepPink,SKU-101440,Main Warehouse,1080,62,Available,2025-02-15T09:00:07
1441,Cell LightCoral,SKU-101441,WH-A,905,64,Discontinued,2023-08-30T04:24:41
1442,Film LavenderBlush,SKU-101442,WH-A,74,152,Available,2024-04-11T11:08:23
1443,Mrs DarkGreen,SKU-101443,WH-B,1888,57,Backordered,2024-08-25T15:56:52
1444,General Gainsboro,SKU-101444,WH-C,601,54,Backordered,2023-05-16T17:08:31
1445,Nearly LightSteelBlue,SKU-101445,WH-C,1739,313,Discontinued,2025-04-10T12:55:37
1446,Sound DeepPink,SKU-101446,Main Warehouse,572,126,Low Stock,2024-09-27T15:19:21
1447,Cost LightBlue,SKU-101447,WH-B,1363,348,Backordered,2025-06-16T13:20:30
1448,Over OrangeRed,SKU-101448,Main Warehouse,1436,483,Backordered,2024-11-07T16:13:42
1449,Star DarkSlateBlue,SKU-101449,WH-C,1925,92,Low Stock,2023-12-05T22:19:26
1450,Though LightGoldenRodYellow,SKU-101450,WH-A,983,407,Available,2024-07-14T08:57:25
1451,Activity Blue,SKU-101451,WH-B,1488,129,Backordered,2024-01-25T00:02:34
1452,Answer Linen,SKU-101452,WH-B,1857,10,Available,2024-04-26T04:15:56
1453,When Tan,SKU-101453,WH-C,1264,365,Low Stock,2025-06-26T02:52:29
1454,Station PapayaWhip,SKU-101454,Main Warehouse,1283,216,Backordered,2024-03-02T00:59:10
1455,Look Aqua,SKU-101455,WH-B,1473,207,Available,2025-05-29T22:29:32
1456,Official DarkCyan,SKU-101456,Main Warehouse,1326,435,Discontinued,2024-11-11T11:22:01
1457,Alone LavenderBlush,SKU-101457,WH-B,212,242,Low Stock,2024-09-14T16:11:44
1458,Fact Aqua,SKU-101458,WH-C,1563,228,Low Stock,2023-05-01T01:18:14
1459,Score MediumOrchid,SKU-101459,WH-C,1037,263,Low Stock,2022-12-26T04:30:03
1460,Stop Peru,SKU-101460,WH-B,1623,392,Backordered,2025-10-12T10:51:36
1461,Wear DarkSlateGray,SKU-101461,Main Warehouse,1756,178,Low Stock,2023-03-24T13:22:52
1462,Try OliveDrab,SKU-101462,WH-B,1773,255,Discontinued,2023-05-07T05:06:55
1463,Baby RosyBrown,SKU-101463,Main Warehouse,1359,57,Backordered,2024-05-20T10:47:33
1464,Support Cornsilk,SKU-101464,WH-A,1895,500,Low Stock,2024-06-11T04:18:03
1465,Run Ivory,SKU-101465,WH-C,1180,112,Available,2023-10-16T17:23:26
1466,Stage Aqua,SKU-101466,Main Warehouse,1878,321,Discontinued,2024-11-11T12:24:18
1467,Director LightSteelBlue,SKU-101467,Main Warehouse,1919,27,Discontinued,2023-06-13T06:35:04
1468,Carry MediumTurquoise,SKU-101468,WH-A,748,196,Available,2023-11-03T14:51:02
1469,Learn LightCyan,SKU-101469,Main Warehouse,1787,127,Backordered,2023-06-09T03:33:51
1470,Several Black,SKU-101470,Main Warehouse,1244,74,Available,2024-10-13T20:36:20
1471,Debate Plum,SKU-101471,WH-A,795,79,Backordered,2023-11-12T07:07:40
1472,Must MediumBlue,SKU-101472,WH-A,805,367,Low Stock,2024-08-20T21:47:23
1473,Know Silver,SKU-101473,WH-C,1536,144,Discontinued,2025-09-18T14:10:17
1474,Month LightPink,SKU-101474,WH-C,820,116,Discontinued,2024-12-19T11:44:12
1475,Describe PaleVioletRed,SKU-101475,WH-A,208,490,Backordered,2023-11-19T06:09:29
1476,Account Brown,SKU-101476,WH-C,738,258,Available,2022-12-06T15:33:21
1477,Grow DarkBlue,SKU-101477,WH-B,1227,377,Low Stock,2025-01-03T09:41:09
1478,Indicate Teal,SKU-101478,WH-C,1354,77,Discontinued,2025-10-02T15:38:38
1479,Air Maroon,SKU-101479,WH-A,1483,286,Discontinued,2025-06-15T20:52:16
1480,Real PaleVioletRed,SKU-101480,Main Warehouse,1953,392,Low Stock,2025-05-30T00:34:20
1481,Include PapayaWhip,SKU-101481,WH-C,659,74,Available,2023-06-11T16:05:50
1482,Series Cyan,SKU-101482,WH-C,48,328,Low Stock,2023-03-22T23:09:57
1483,Let DarkViolet,SKU-101483,Main Warehouse,109,13,Available,2025-09-28T15:45:21
1484,Risk MediumBlue,SKU-101484,WH-A,1605,500,Available,2023-04-02T01:04:02
1485,Friend SeaShell,SKU-101485,WH-A,170,428,Backordered,2024-08-24T23:46:04
1486,Fly Lavender,SKU-101486,Main Warehouse,151,222,Available,2024-03-16T05:10:52
1487,Hair LightSlateGray,SKU-101487,Main Warehouse,394,297,Backordered,2024-09-29T11:25:17
1488,Increase LightCyan,SKU-101488,WH-C,1982,404,Available,2022-12-16T04:42:50
1489,Raise Crimson,SKU-101489,WH-B,1940,54,Low Stock,2025-07-19T19:35:20
1490,Authority PowderBlue,SKU-101490,WH-A,96,354,Low Stock,2023-09-28T04:30:11
1491,Strategy Brown,SKU-101491,WH-B,1087,447,Backordered,2025-02-12T17:44:49
1492,Class Gray,SKU-101492,Main Warehouse,1704,303,Available,2023-12-03T09:39:22
1493,Hotel Coral,SKU-101493,Main Warehouse,979,75,Low Stock,2025-10-01T23:43:03
