id,shipment_id,date,carrier,destination,status,created_at
1042,SHP-2042,2023-12-02,FedEx,"New Adrianberg, Hong Kong",In Transit,2024-06-19T07:34:53
1043,SHP-2043,2021-02-21,Local Carrier,"New Katelyn, Palau",In Transit,2024-04-12T20:39:56
1044,SHP-2044,2024-04-20,UPS,"New Jennifer, Fiji",Pending,2024-05-11T10:09:08
1045,SHP-2045,2024-07-23,DHL,"Lake Williamton, Papua New Guinea",Delivered,2022-04-06T09:20:23
1046,SHP-2046,2025-09-21,Local Carrier,"Crawfordchester, Canada",Delivered,2021-12-27T18:46:37
1047,SHP-2047,2024-01-24,FedEx,"West Tracy, Saint Lucia",In Transit,2022-03-22T05:56:31
1048,SHP-2048,2024-05-24,DHL,"Deannaville, Switzerland",Delivered,2024-05-23T03:41:29
1049,SHP-2049,2023-11-03,Maersk,"Morganton, Cyprus",Pending,2023-05-27T10:54:34
1050,SHP-2050,2023-06-01,FedEx,"Amyville, Niger",In Transit,2021-08-12T17:59:42
1051,SHP-2051,2023-10-28,Maersk,"North Kristen, Kuwait",Pending,2023-07-18T23:17:14
1052,SHP-2052,2025-09-27,DHL,"Smithshire, Guinea-Bissau",In Transit,2023-06-06T07:48:53
1053,SHP-2053,2024-07-03,UPS,"Sonyafurt, American Samoa",Delivered,2022-05-26T10:31:38
1054,SHP-2054,2022-09-18,FedEx,"Lake Deanna, Peru",In Transit,2023-09-07T06:27:48
1055,SHP-2055,2021-01-02,Maersk,"Nguyenmouth, Senegal",Delivered,2024-04-22T02:51:20
1056,SHP-2056,2021-07-18,DHL,"Albertchester, Cambodia",Cancelled,2023-11-29T20:06:24
1057,SHP-2057,2023-08-11,Maersk,"Cooperhaven, Chile",Delivered,2025-02-14T14:08:17
1058,SHP-2058,2021-01-27,DHL,"West Markside, Madagascar",Pending,2022-04-30T02:30:16
1059,SHP-2059,2025-10-21,Maersk,"South Phillipchester, Chad",In Transit,2023-01-04T16:11:03
1060,SHP-2060,2020-11-27,DHL,"New Deborahfort, Liberia",Delivered,2020-12-16T23:39:13
1061,SHP-2061,2022-03-08,DHL,"Keithview, Lithuania",Pending,2021-12-28T10:07:27
1062,SHP-2062,2025-10-12,UPS,"Marshallbury, Korea",Pending,2023-01-11T13:46:11
1063,SHP-2063,2021-09-11,Local Carrier,"South Glennchester, New Caledonia",Delivered,2020-12-02T13:37:34
1064,SHP-2064,2023-02-23,Maersk,"Smithborough, Guam",Pending,2022-12-30T09:53:24
1065,SHP-2065,2024-06-04,Local Carrier,"Freemanland, Costa Rica",Cancelled,2025-10-14T15:14:33
1066,SHP-2066,2021-10-19,Maersk,"West Kristinabury, Australia",Cancelled,2025-06-06T03:45:41
1067,SHP-2067,2023-08-12,FedEx,"North Lauriefurt, Nigeria",Delivered,2021-10-09T10:48:19
1068,SHP-2068,2024-09-08,UPS,"East Adamville, Lesotho",Pending,2025-04-06T11:55:22
1069,SHP-2069,2025-06-19,UPS,"Taylortown, Lithuania",Delivered,2022-10-29T10:24:29
1070,SHP-2070,2022-08-11,Maersk,"South Deborahchester, Eritrea",In Transit,2021-09-27T03:48:45
1071,SHP-2071,2023-10-24,UPS,"Williamsborough, Antarctica (the territory South of 60 deg S)",In Transit,2024-05-22T16:38:14
1072,SHP-2072,2024-05-04,Maersk,"Foxmouth, Russian Federation",Delivered,2024-12-19T23:09:17
1073,SHP-2073,2025-01-15,Local Carrier,"New Fernandoville, Japan",Delivered,2022-05-03T01:12:48
1074,SHP-2074,2023-07-22,FedEx,"Sandovalshire, Taiwan",Delivered,2022-05-19T15:22:11
1075,SHP-2075,2024-10-13,Local Carrier,"West Heather, Korea",Pending,2022-04-07T10:04:45
1076,SHP-2076,2025-10-01,FedEx,"East Richard, Turkmenistan",Pending,2021-03-01T13:11:34
1077,SHP-2077,2025-04-18,DHL,"Michaelstad, Saint Martin",Pending,2023-02-21T05:38:00
1078,SHP-2078,2022-06-16,FedEx,"Lake Anthony, Zimbabwe",Pending,2023-09-15T11:04:21
1079,SHP-2079,2023-05-08,UPS,"Castilloborough, Mauritania",Cancelled,2024-09-03T16:09:51
1080,SHP-2080,2020-11-11,Local Carrier,"Mcgrathside, Malaysia",In Transit,2022-03-06T17:16:12
1081,SHP-2081,2025-03-21,UPS,"Courtneyfurt, Zimbabwe",Pending,2023-02-25T04:26:05
1082,SHP-2082,2023-05-04,Maersk,"East Codymouth, Israel",In Transit,2022-08-08T09:17:52
1083,SHP-2083,2025-10-08,FedEx,"Mathewston, Sri Lanka",In Transit,2022-07-29T05:44:45
1084,SHP-2084,2024-07-12,Maersk,"North Jennifer, Liberia",In Transit,2023-06-21T16:39:26
1085,SHP-2085,2022-03-28,Maersk,"Benjaminmouth, Seychelles",Cancelled,2021-08-23T09:47:09
1086,SHP-2086,2021-12-18,Maersk,"Lake Phyllis, Palestinian Territory",Pending,2024-07-20T08:42:34
1087,SHP-2087,2024-12-09,UPS,"East Susan, Benin",Pending,2023-05-02T04:40:25
1088,SHP-2088,2024-01-02,Maersk,"Port Davidland, Seychelles",Cancelled,2023-02-22T13:48:27
1089,SHP-2089,2022-05-09,Local Carrier,"Tracychester, Montenegro",In Transit,2022-10-08T13:03:10
1090,SHP-2090,2020-12-17,UPS,"Montgomeryton, Lebanon",In Transit,2022-09-28T04:05:42
1091,SHP-2091,2025-08-27,UPS,"Lake Nicole, Netherlands Antilles",Pending,2024-11-21T08:36:08
1092,SHP-2092,2022-03-14,Maersk,"Port Scott, American Samoa",In Transit,2020-12-18T06:51:50
1093,SHP-2093,2025-07-28,UPS,"Turnermouth, Chad",In Transit,2024-03-21T15:23:56
1094,SHP-2094,2021-05-23,Maersk,"Alexandershire, Saudi Arabia",Delivered,2025-10-22T15:39:02
1095,SHP-2095,2021-03-08,UPS,"Isabelberg, Haiti",Pending,2025-08-22T08:41:43
1096,SHP-2096,2024-09-18,Local Carrier,"Luisport, Czech Republic",Pending,2024-11-19T02:34:43
1097,SHP-2097,2023-04-12,DHL,"Myersside, Uganda",Delivered,2024-06-10T15:02:31
1098,SHP-2098,2022-11-17,UPS,"East Melissatown, Norfolk Island",In Transit,2023-02-05T12:49:11
1099,SHP-2099,2025-05-08,Local Carrier,"Acevedochester, Thailand",Cancelled,2025-02-22T01:16:02
1100,SHP-2100,2025-01-19,Maersk,"Joshuabury, Dominica",Pending,2020-11-11T20:26:56
1101,SHP-2101,2022-07-12,UPS,"Paulview, Seychelles",Pending,2023-03-24T03:20:44
1102,SHP-2102,2021-07-09,Maersk,"South Davidbury, Austria",Delivered,2024-05-30T00:15:11
1103,SHP-2103,2024-11-28,UPS,"Veronicaberg, Benin",Pending,2025-05-18T01:18:58
1104,SHP-2104,2023-03-08,Maersk,"New Dawn, Nauru",In Transit,2024-10-10T07:17:38
1105,SHP-2105,2020-12-22,DHL,"West Krista, Switzerland",Delivered,2024-02-17T19:59:23
1106,SHP-2106,2021-02-14,FedEx,"East Nathanport, Russian Federation",Cancelled,2024-01-06T08:56:20
1107,SHP-2107,2022-05-05,Local Carrier,"Christinamouth, Mongolia",Pending,2022-09-14T16:44:09
1108,SHP-2108,2021-04-20,UPS,"East Stephaniefurt, Egypt",Cancelled,2025-03-11T10:44:14
1109,SHP-2109,2021-02-07,Local Carrier,"New Derek, Palestinian Territory",Cancelled,2025-01-14T11:10:54
1110,SHP-2110,2024-12-17,Local Carrier,"Joneston, Bulgaria",Pending,2024-07-08T12:58:01
1111,SHP-2111,2021-01-25,UPS,"Catherinefurt, Tajikistan",Delivered,2023-01-23T09:44:53
1112,SHP-2112,2023-02-22,UPS,"Ariasfurt, Puerto Rico",Pending,2023-09-13T00:35:58
1113,SHP-2113,2022-12-03,DHL,"Garciaside, Kyrgyz Republic",Delivered,2023-03-15T23:06:11
1114,SHP-2114,2022-05-01,FedEx,"Justinmouth, Zimbabwe",Cancelled,2023-08-23T21:42:48
1115,SHP-2115,2025-02-05,FedEx,"Seanfurt, Nigeria",Pending,2023-03-07T04:30:37
1116,SHP-2116,2023-07-24,Maersk,"Port William, Cameroon",Delivered,2021-06-23T03:38:49
1117,SHP-2117,2021-04-11,Local Carrier,"Rebekahshire, Egypt",Cancelled,2021-10-17T11:35:15
1118,SHP-2118,2024-05-11,Maersk,"Staffordland, Bahrain",In Transit,2021-10-04T11:14:29
1119,SHP-2119,2021-02-02,DHL,"New Dennis, Haiti",Cancelled,2025-02-02T23:18:16
1120,SHP-2120,2024-06-21,DHL,"Lindafurt, Wallis and Futuna",Pending,2025-03-16T17:17:04
1121,SHP-2121,2021-04-02,UPS,"Port Joeland, Grenada",Pending,2021-09-22T16:13:44
1122,SHP-2122,2021-05-15,Maersk,"North Tamaraville, Thailand",Pending,2024-08-27T14:07:38
1123,SHP-2123,2023-08-22,Maersk,"Paulchester, Cote d'Ivoire",Pending,2025-09-21T14:18:27
1124,SHP-2124,2024-09-13,Maersk,"East Jorgeside, Kiribati",Cancelled,2023-09-18T06:53:28
1125,SHP-2125,2025-06-08,Local Carrier,"Terryshire, United States of America",Pending,2022-02-16T11:51:52
1126,SHP-2126,2024-08-01,DHL,"New Sandraview, Gambia",Cancelled,2021-04-28T20:58:55
1127,SHP-2127,2021-04-04,Local Carrier,"New Ericland, South Africa",Delivered,2021-08-13T18:15:24
1128,SHP-2128,2024-05-05,FedEx,"Loriside, Eritrea",Pending,2021-08-09T17:47:06
1129,SHP-2129,2023-02-25,Local Carrier,"South Timothyfort, Comoros",Cancelled,2025-07-23T18:06:48
1130,SHP-2130,2023-11-21,DHL,"New Gregory, Hong Kong",Delivered,2021-02-04T18:17:49
1131,SHP-2131,2023-10-04,UPS,"Pinedaville, Andorra",Pending,2025-10-18T14:56:31
1132,SHP-2132,2024-10-26,Maersk,"Loriberg, Netherlands",Delivered,2021-10-07T19:47:15
1133,SHP-2133,2022-03-18,UPS,"South Susan, Falkland Islands (Malvinas)",In Transit,2023-08-10T08:53:47
1134,SHP-2134,2020-11-02,FedEx,"Davismouth, Turks and Caicos Islands",Cancelled,2025-06-09T23:52:07
1135,SHP-2135,2025-07-03,Local Carrier,"Port Brandonfurt, Jordan",Cancelled,2025-10-23T10:43:10
1136,SHP-2136,2021-08-01,UPS,"Hendrixton, Andorra",In Transit,2024-07-06T01:56:24
1137,SHP-2137,2022-03-21,Local Carrier,"Port Michelle, Senegal",Pending,2021-11-04T21:30:07
1138,SHP-2138,2024-09-29,DHL,"Changshire, Georgia",Delivered,2023-07-21T14:05:33
1139,SHP-2139,2021-01-19,FedEx,"South Gloria, Sudan",Cancelled,2025-06-04T12:43:50
1140,SHP-2140,2025-03-17,FedEx,"West Monica, Chad",Cancelled,2025-09-07T23:19:28
1141,SHP-2141,2022-01-14,Local Carrier,"Knoxville, Cuba",Pending,2022-09-14T06:33:23
1142,SHP-2142,2023-07-28,FedEx,"Lopezport, Burkina Faso",In Transit,2025-08-05T12:37:48
1143,SHP-2143,2023-10-21,UPS,"North Danielville, Faroe Islands",Pending,2024-12-05T20:29:04
1144,SHP-2144,2024-10-19,DHL,"Thompsonside, Niger",Delivered,2022-09-02T17:50:44
1145,SHP-2145,2025-06-28,UPS,"Lake Toniborough, Armenia",In Transit,2025-02-16T07:02:01
1146,SHP-2146,2022-11-26,Local Carrier,"New Peter, Burkina Faso",In Transit,2021-06-08T14:24:43
1147,SHP-2147,2022-12-30,DHL,"Lake Robert, Northern Mariana Islands",Pending,2022-10-05T06:51:14
1148,SHP-2148,2025-10-20,UPS,"Davidmouth, Guadeloupe",Pending,2024-02-13T15:12:36
1149,SHP-2149,2022-06-15,UPS,"East Derrickport, Dominican Republic",Delivered,2023-01-12T19:26:59
1150,SHP-2150,2024-08-28,UPS,"Port Dianaburgh, Mauritania",Pending,2024-07-03T14:52:28
1151,SHP-2151,2022-01-11,UPS,"Daleland, United Arab Emirates",Pending,2023-02-15T17:23:18
1152,SHP-2152,2021-07-23,UPS,"Lake Amybury, Isle of Man",Cancelled,2022-03-17T17:43:24
1153,SHP-2153,2025-05-08,FedEx,"North Nicolaston, Australia",In Transit,2024-12-07T06:19:38
1154,SHP-2154,2024-03-15,Local Carrier,"Charlesborough, Jersey",Delivered,2025-08-24T09:16:34
1155,SHP-2155,2023-04-27,FedEx,"Michealmouth, Bahamas",Pending,2021-05-28T17:30:56
1156,SHP-2156,2023-03-04,Local Carrier,"Ryantown, Nicaragua",Cancelled,2022-01-16T18:00:57
1157,SHP-2157,2023-07-11,Local Carrier,"Heatherport, Jamaica",In Transit,2021-11-06T07:53:37
1158,SHP-2158,2025-05-14,Maersk,"New Christine, United Arab Emirates",Pending,2020-11-14T16:17:29
1159,SHP-2159,2021-03-09,DHL,"Walshside, Germany",Pending,2023-11-11T15:54:53
1160,SHP-2160,2022-09-29,Maersk,"Alexanderborough, Guatemala",In Transit,2024-10-21T07:38:56
1161,SHP-2161,2025-01-23,DHL,"Andrewmouth, Myanmar",Cancelled,2022-10-08T09:47:44
1162,SHP-2162,2023-12-14,DHL,"Hawkinshaven, Belize",Pending,2022-10-04T08:55:10
1163,SHP-2163,2023-04-27,FedEx,"Cathyberg, Italy",In Transit,2023-09-03T14:15:46
1164,SHP-2164,2021-12-30,Local Carrier,"Port Justin, Niger",In Transit,2022-05-25T07:05:56
1165,SHP-2165,2023-12-16,UPS,"Jonborough, British Virgin Islands",Pending,2024-11-18T09:42:46
1166,SHP-2166,2023-07-23,Local Carrier,"New Jacobville, Cambodia",Pending,2024-07-12T07:25:26
1167,SHP-2167,2022-04-05,FedEx,"North Colleen, Hungary",In Transit,2021-04-06T10:22:46
1168,SHP-2168,2024-03-10,Maersk,"Port Jonathan, Svalbard & Jan Mayen Islands",Cancelled,2024-08-13T20:29:41
1169,SHP-2169,2025-08-19,Maersk,"New Davidmouth, Tanzania",Delivered,2021-10-02T02:30:53
1170,SHP-2170,2023-12-12,FedEx,"Desireeside, North Macedonia",Cancelled,2022-05-07T23:54:54
1171,SHP-2171,2025-04-21,Maersk,"Port Lukestad, Lesotho",Cancelled,2021-12-18T00:30:52
1172,SHP-2172,2020-11-17,DHL,"Chenside, San Marino",Delivered,2021-05-09T12:52:10
1173,SHP-2173,2024-11-19,DHL,"New Paul, Bangladesh",Cancelled,2023-07-04T12:30:29
1174,SHP-2174,2022-04-13,DHL,"Tylerburgh, Maldives",Pending,2023-11-27T17:54:58
1175,SHP-2175,2021-06-13,DHL,"New Kim, Rwanda",In Transit,2023-02-03T14:07:23
1176,SHP-2176,2021-03-16,DHL,"Port Christopherport, Isle of Man",Pending,2024-08-15T07:31:45
1177,SHP-2177,2021-07-03,UPS,"Meganport, Poland",Delivered,2022-10-14T19:26:14
1178,SHP-2178,2023-02-08,Maersk,"West Linda, Argentina",In Transit,2021-05-17T10:27:33
1179,SHP-2179,2023-10-15,DHL,"New Nicholas, Myanmar",In Transit,2024-09-24T15:31:59
1180,SHP-2180,2025-05-19,UPS,"New Meghanbury, Sierra Leone",Delivered,2022-11-20T14:04:39
1181,SHP-2181,2022-05-12,FedEx,"Allenland, Paraguay",In Transit,2021-04-23T16:09:04
1182,SHP-2182,2021-01-19,FedEx,"New Tylerview, Togo",Cancelled,2021-05-04T20:37:35
1183,SHP-2183,2021-09-28,UPS,"Randyhaven, Serbia",In Transit,2022-09-09T10:01:48
1184,SHP-2184,2023-10-29,DHL,"South John, Western Sahara",Delivered,2025-03-20T06:50:01
1185,SHP-2185,2025-07-27,FedEx,"Cruzbury, Cayman Islands",Delivered,2021-01-28T11:41:51
1186,SHP-2186,2023-07-18,Maersk,"South William, Grenada",Cancelled,2025-08-31T05:22:12
1187,SHP-2187,2022-05-23,FedEx,"Mcdonaldville, Dominica",Cancelled,2021-03-25T02:07:14
1188,SHP-2188,2023-12-09,Maersk,"Turnerfort, Grenada",In Transit,2024-06-28T17:12:30
1189,SHP-2189,2024-08-04,FedEx,"North Seanville, Guyana",In Transit,2022-04-03T22:19:42
1190,SHP-2190,2025-05-26,FedEx,"Port Krystal, Cayman Islands",Cancelled,2020-11-09T09:55:49
1191,SHP-2191,2023-06-01,Maersk,"West Aprilland, Uganda",Delivered,2024-10-04T10:23:49
1192,SHP-2192,2023-09-24,DHL,"Kirkton, Niger",Delivered,2021-08-26T13:43:36
1193,SHP-2193,2025-05-03,Maersk,"Scottchester, Ecuador",Pending,2021-09-19T16:36:31
1194,SHP-2194,2022-03-29,UPS,"Andrewfurt, Samoa",Cancelled,2022-03-02T01:36:31
1195,SHP-2195,2023-02-02,Maersk,"New Olivia, Cameroon",In Transit,2022-05-10T05:09:53
1196,SHP-2196,2025-09-07,Local Carrier,"Livingstonside, Thailand",Cancelled,2022-05-17T18:24:22
1197,SHP-2197,2023-09-29,Local Carrier,"East Tammy, Oman",Cancelled,2024-06-24T01:29:24
1198,SHP-2198,2024-04-23,FedEx,"Joshuaton, Solomon Islands",Pending,2023-02-16T17:05:23
1199,SHP-2199,2025-03-12,FedEx,"Kelliport, Palestinian Territory",In Transit,2025-06-11T19:52:36
1200,SHP-2200,2022-06-09,Maersk,"Jefferymouth, French Southern Territories",Delivered,2020-12-24T19:16:24
1201,SHP-2201,2024-08-03,UPS,"Lake Jayton, Montenegro",In Transit,2023-02-09T11:55:56
1202,SHP-2202,2021-06-02,FedEx,"South Paulburgh, Congo",Pending,2022-05-27T22:58:13
1203,SHP-2203,2021-05-07,FedEx,"New Gailside, Argentina",Cancelled,2025-01-16T11:35:12
1204,SHP-2204,2023-07-05,Local Carrier,"West Sierrafort, Palestinian Territory",Pending,2024-11-14T07:22:07
1205,SHP-2205,2024-07-16,Local Carrier,"Lake Matthewton, Thailand",Pending,2020-11-18T05:38:45
1206,SHP-2206,2023-03-31,FedEx,"Millerfort, Jersey",Cancelled,2024-01-21T03:37:50
1207,SHP-2207,2025-03-05,UPS,"Amandaview, South Georgia and the South Sandwich Islands",Pending,2022-04-10T19:53:58
1208,SHP-2208,2023-10-11,DHL,"Julieside, Mozambique",Pending,2022-06-16T20:53:38
1209,SHP-2209,2021-10-21,Local Carrier,"North William, United States Virgin Islands",Delivered,2023-02-15T02:13:32
1210,SHP-2210,2021-10-01,FedEx,"Stephensborough, Croatia",Cancelled,2024-07-25T02:54:30
1211,SHP-2211,2020-12-23,Maersk,"Fisherville, Belize",Cancelled,2023-09-28T07:28:17
1212,SHP-2212,2023-06-13,Local Carrier,"East Jeremyside, Cuba",Delivered,2025-05-30T20:47:13
1213,SHP-2213,2021-07-09,Local Carrier,"Alexandriaport, Sierra Leone",Pending,2024-11-03T10:14:39
1214,SHP-2214,2020-12-11,Maersk,"East Amberview, Spain",In Transit,2025-08-05T09:37:46
1215,SHP-2215,2024-07-28,Maersk,"Bryanthaven, Saint Lucia",Cancelled,2021-08-04T00:31:07
1216,SHP-2216,2022-04-02,Local Carrier,"North Jeffreyport, Cote d'Ivoire",Pending,2024-10-24T16:59:55
1217,SHP-2217,2024-08-19,UPS,"Port Markview, Bosnia and Herzegovina",Delivered,2021-05-22T03:27:20
1218,SHP-2218,2021-01-31,UPS,"Cherylfurt, Korea",Cancelled,2024-11-18T23:49:25
1219,SHP-2219,2022-03-02,Maersk,"Lake Ivanborough, Poland",Cancelled,2024-05-20T14:31:55
1220,SHP-2220,2022-04-25,DHL,"West Gregory, Isle of Man",Pending,2024-11-03T02:43:52
1221,SHP-2221,2023-03-22,UPS,"East Heidishire, Romania",Cancelled,2024-10-28T00:44:23
1222,SHP-2222,2025-08-10,Maersk,"East Hannah, Malaysia",Delivered,2024-10-10T10:24:42
1223,SHP-2223,2024-05-19,Maersk,"Lake Brianburgh, Syrian Arab Republic",Pending,2024-08-15T00:41:39
1224,SHP-2224,2023-08-09,FedEx,"Bethview, Iraq",In Transit,2024-12-19T02:27:56
1225,SHP-2225,2022-05-22,UPS,"Welchmouth, Turks and Caicos Islands",Pending,2021-03-07T00:27:52
1226,SHP-2226,2025-08-12,Local Carrier,"Tracyfort, Equatorial Guinea",Cancelled,2024-09-07T05:41:51
1227,SHP-2227,2025-07-21,UPS,"South Thomasshire, Guernsey",Delivered,2023-03-19T17:48:53
1228,SHP-2228,2023-12-02,FedEx,"West Christopher, Nigeria",Pending,2020-12-24T22:05:16
1229,SHP-2229,2024-02-03,DHL,"Walterport, Bhutan",Delivered,2025-06-04T05:44:43
1230,SHP-2230,2021-09-14,Local Carrier,"Mcknightborough, Palau",In Transit,2022-12-21T01:40:00
1231,SHP-2231,2021-11-29,Maersk,"Lake Barbara, Tunisia",Cancelled,2023-04-26T09:34:23
1232,SHP-2232,2023-12-13,UPS,"East Renee, Uzbekistan",Cancelled,2022-05-03T13:03:38
1233,SHP-2233,2025-05-25,Local Carrier,"Jonesfurt, Angola",Cancelled,2023-11-21T23:57:30
1234,SHP-2234,2022-04-01,Maersk,"West Melissa, Taiwan",In Transit,2025-10-07T05:10:55
1235,SHP-2235,2021-11-09,DHL,"Lake Brandonchester, Tunisia",Delivered,2021-06-15T20:55:53
1236,SHP-2236,2024-10-06,FedEx,"Lake Rebeccafurt, Guatemala",Delivered,2022-08-05T11:36:31
1237,SHP-2237,2023-05-10,FedEx,"Lake Drewport, Tanzania",Delivered,2021-12-15T14:20:47
1238,SHP-2238,2021-06-02,UPS,"Lynchstad, Puerto Rico",Cancelled,2023-10-06T11:03:27
1239,SHP-2239,2022-02-06,Maersk,"Ivanburgh, Bangladesh",Cancelled,2025-02-26T12:13:26
1240,SHP-2240,2021-12-19,FedEx,"North Adam, Saint Vincent and the Grenadines",Delivered,2024-02-04T15:36:00
1241,SHP-2241,2025-08-11,DHL,"New Amanda, Singapore",Delivered,2023-10-29T14:06:27
1242,SHP-2242,2021-08-05,Local Carrier,"Lake Kyle, Western Sahara",Delivered,2024-03-25T04:16:50
1243,SHP-2243,2023-12-11,FedEx,"East Timothyshire, Bolivia",Cancelled,2024-08-19T18:25:22
1244,SHP-2244,2024-07-21,Maersk,"Thompsonside, Guinea-Bissau",Pending,2024-05-31T15:33:52
1245,SHP-2245,2021-06-20,DHL,"East Dawn, Guatemala",Cancelled,2021-02-05T22:38:27
1246,SHP-2246,2021-11-22,DHL,"Calvinhaven, New Caledonia",Delivered,2025-05-01T08:55:49
1247,SHP-2247,2021-08-19,Maersk,"Higginsburgh, Philippines",Cancelled,2021-06-30T12:00:46
1248,SHP-2248,2024-11-06,Local Carrier,"New Cherylhaven, Egypt",Pending,2025-04-19T08:53:55
1249,SHP-2249,2022-02-03,Maersk,"South Joseph, Denmark",Pending,2022-06-19T17:12:59
1250,SHP-2250,2022-06-26,Local Carrier,"South Alexandermouth, Colombia",Delivered,2021-03-18T19:24:44
1251,SHP-2251,2023-01-01,DHL,"Hayesburgh, British Virgin Islands",Pending,2024-07-19T23:53:26
1252,SHP-2252,2022-12-02,UPS,"North Dustinhaven, Guinea-Bissau",Pending,2024-12-15T04:16:46
1253,SHP-2253,2022-07-06,Maersk,"Patrickport, Denmark",Cancelled,2021-08-31T10:08:38
1254,SHP-2254,2022-12-28,UPS,"Lake Angelachester, Ecuador",Cancelled,2021-09-21T01:50:11
1255,SHP-2255,2025-01-29,Local Carrier,"East Daniel, Colombia",Pending,2025-08-03T16:18:22
1256,SHP-2256,2025-02-13,Local Carrier,"Burtonbury, Niger",Cancelled,2022-01-05T16:56:06
1257,SHP-2257,2024-08-04,Maersk,"West Ericchester, Kenya",In Transit,2025-09-22T21:19:18
1258,SHP-2258,2022-03-28,DHL,"Wendyfort, Mayotte",Pending,2024-10-31T03:51:30
1259,SHP-2259,2023-06-07,UPS,"West Brendabury, Svalbard & Jan Mayen Islands",In Transit,2025-10-23T08:52:18
1260,SHP-2260,2020-11-27,FedEx,"Judyberg, Angola",Cancelled,2024-01-23T10:04:33
1261,SHP-2261,2021-03-28,Local Carrier,"North Jenniferview, United Kingdom",Cancelled,2025-08-16T17:55:29
1262,SHP-2262,2022-08-16,UPS,"Kyleshire, Niue",Pending,2022-06-21T21:19:44
1263,SHP-2263,2024-06-11,Maersk,"Lake Richard, Belarus",Pending,2024-08-24T20:22:20
1264,SHP-2264,2021-04-20,FedEx,"Port Donna, Dominica",Cancelled,2021-05-26T23:29:55
1265,SHP-2265,2024-05-23,FedEx,"New Kevinton, Egypt",Delivered,2023-01-05T03:50:20
1266,SHP-2266,2023-11-04,Local Carrier,"Baileychester, Sao Tome and Principe",In Transit,2023-03-07T17:25:45
1267,SHP-2267,2023-05-20,UPS,"Katherineshire, Montserrat",Cancelled,2023-09-27T13:46:07
1268,SHP-2268,2025-04-30,DHL,"West Whitney, Angola",Pending,2023-12-10T09:51:48
1269,SHP-2269,2024-09-28,Local Carrier,"Lanetown, Cameroon",Pending,2021-05-11T19:42:54
1270,SHP-2270,2022-01-26,FedEx,"East Kevin, Isle of Man",Pending,2025-07-28T04:56:16
1271,SHP-2271,2023-02-21,UPS,"Port Lisa, Chile",Delivered,2021-02-03T03:47:47
1272,SHP-2272,2024-03-02,DHL,"Meredithmouth, Afghanistan",In Transit,2021-09-15T05:38:45
1273,SHP-2273,2021-07-08,UPS,"Lake Juliaville, Tonga",Delivered,2024-04-26T23:53:29
1274,SHP-2274,2023-07-25,DHL,"Laurieton, Norfolk Island",Cancelled,2024-10-01T11:46:11
1275,SHP-2275,2023-03-21,Local Carrier,"Paulhaven, Turkey",Pending,2021-07-24T22:14:45
1276,SHP-2276,2024-07-05,Local Carrier,"South Erica, Northern Mariana Islands",In Transit,2022-09-07T15:27:58
1277,SHP-2277,2022-03-10,UPS,"Patrickland, Nauru",Delivered,2025-02-14T09:24:03
1278,SHP-2278,2025-05-04,DHL,"Rachelside, Belarus",Delivered,2022-02-08T11:48:24
1279,SHP-2279,2020-12-14,UPS,"Grahammouth, Monaco",In Transit,2023-06-12T17:28:39
1280,SHP-2280,2023-11-01,Maersk,"Martinville, Kazakhstan",In Transit,2023-04-25T14:32:54
1281,SHP-2281,2025-04-14,Maersk,"New Nicholasberg, Libyan Arab Jamahiriya",Pending,2021-01-29T04:44:18
1282,SHP-2282,2023-10-14,DHL,"Sandersshire, Liechtenstein",Pending,2021-05-26T08:18:04
1283,SHP-2283,2022-04-06,Local Carrier,"Perryfurt, Mayotte",Pending,2023-12-23T12:32:32
1284,SHP-2284,2021-11-16,DHL,"Lake Scottfort, United Arab Emirates",Delivered,2024-10-31T22:24:48
1285,SHP-2285,2024-08-14,FedEx,"Valenciatown, Svalbard & Jan Mayen Islands",Pending,2024-08-08T04:34:07
1286,SHP-2286,2025-05-23,Maersk,"West Christopherstad, Libyan Arab Jamahiriya",Pending,2022-04-24T19:45:19
1287,SHP-2287,2022-07-19,DHL,"Benjaminberg, Grenada",In Transit,2025-04-27T01:55:14
1288,SHP-2288,2024-09-16,UPS,"Leblancfort, Cameroon",Delivered,2023-01-12T13:06:00
1289,SHP-2289,2024-12-28,FedEx,"Tranmouth, Namibia",Delivered,2022-07-19T04:52:07
1290,SHP-2290,2025-03-25,Maersk,"New Daniel, San Marino",Cancelled,2024-10-08T00:58:11
1291,SHP-2291,2024-08-13,Local Carrier,"Port Kim, Norway",Cancelled,2021-06-05T15:52:26
1292,SHP-2292,2023-03-13,FedEx,"Parsonsfurt, Thailand",Delivered,2024-06-18T02:06:13
1293,SHP-2293,2021-03-21,Local Carrier,"West Ashley, Azerbaijan",In Transit,2021-03-28T16:56:05
1294,SHP-2294,2021-11-16,UPS,"Tammymouth, Mozambique",Delivered,2022-01-13T11:47:45
1295,SHP-2295,2024-08-29,FedEx,"East Nathaniel, Palau",Delivered,2025-01-13T06:18:23
1296,SHP-2296,2024-05-20,Maersk,"Port James, Sri Lanka",In Transit,2021-07-21T14:43:23
1297,SHP-2297,2024-03-14,DHL,"West Danieltown, Egypt",Cancelled,2024-05-21T10:23:34
1298,SHP-2298,2024-11-01,DHL,"South Samanthaton, Slovakia (Slovak Republic)",In Transit,2021-12-08T06:03:23
