id,name,payload,created_at
74,Forecast 74,"{""forecast_id"": ""FCAST-74"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [43486.07, 49781.19, 43246.28, 4447.92, 21437.39, 13741.43]}], ""meta"": {""created_by"": ""Kyle Schmidt"", ""notes"": ""Garden and ten rule.""}}",2024-03-01T04:22:58
75,Forecast 75,"{""forecast_id"": ""FCAST-75"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [36082.85, 6928.12, 39053.23, 32707.38, 27174.37, 2162.29]}], ""meta"": {""created_by"": ""Jacob Fernandez"", ""notes"": ""Sound experience national eat.""}}",2024-02-03T01:59:24
76,Forecast 76,"{""forecast_id"": ""FCAST-76"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [24559.57, 36575.56, 15355.19, 20521.44, 41293.47, 38669.31]}], ""meta"": {""created_by"": ""Charles Robinson"", ""notes"": ""Enjoy red high fine voice father example report.""}}",2025-05-04T17:16:53
77,Forecast 77,"{""forecast_id"": ""FCAST-77"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [18805.29, 36114.61, 26066.43, 32831.86, 22000.84, 7078.79]}], ""meta"": {""created_by"": ""Robert Barber"", ""notes"": ""Though then author my.""}}",2024-05-17T18:40:50
78,Forecast 78,"{""forecast_id"": ""FCAST-78"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [8153.2, 13862.46, 41436.2, 37925.31, 6477.4, 9278.72]}], ""meta"": {""created_by"": ""James Castro"", ""notes"": ""Window executive me mind.""}}",2024-01-31T23:23:57
79,Forecast 79,"{""forecast_id"": ""FCAST-79"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21231.76, 17651.9, 45735.75, 39982.1, 11294.16, 5759.16]}], ""meta"": {""created_by"": ""Heather Brown"", ""notes"": ""Rest official on choice common win.""}}",2024-03-10T01:46:23
80,Forecast 80,"{""forecast_id"": ""FCAST-80"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [32459.74, 4629.41, 45060.57, 25087.27, 12991.69, 13739.98]}], ""meta"": {""created_by"": ""Joseph Holt"", ""notes"": ""End letter dog war best art.""}}",2025-03-02T14:45:00
81,Forecast 81,"{""forecast_id"": ""FCAST-81"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [15469.31, 22788.93, 39581.32, 35278.52, 28843.33, 30126.98]}], ""meta"": {""created_by"": ""Maria Ryan"", ""notes"": ""Identify better meet go edge.""}}",2024-06-14T14:08:58
82,Forecast 82,"{""forecast_id"": ""FCAST-82"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [38304.81, 8253.17, 15133.09, 11830.06, 19171.7, 18773.49]}], ""meta"": {""created_by"": ""Emily Thomas"", ""notes"": ""Write husband above major wish.""}}",2025-01-04T14:14:31
83,Forecast 83,"{""forecast_id"": ""FCAST-83"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [15269.7, 47294.8, 8756.82, 32060.83, 24288.96, 22553.26]}], ""meta"": {""created_by"": ""Joel Hull"", ""notes"": ""Send although evening across window crime boy.""}}",2024-11-06T21:52:51
84,Forecast 84,"{""forecast_id"": ""FCAST-84"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [15449.1, 37442.93, 35059.04, 8179.78, 15324.31, 19827.11]}], ""meta"": {""created_by"": ""Hunter Mitchell"", ""notes"": ""Past everybody add idea seat century.""}}",2024-01-23T18:41:57
85,Forecast 85,"{""forecast_id"": ""FCAST-85"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [32201.35, 2372.23, 11371.44, 15844.87, 29627.5, 13711.64]}], ""meta"": {""created_by"": ""Doris Richardson"", ""notes"": ""Brother both charge would great far.""}}",2024-09-12T05:07:26
86,Forecast 86,"{""forecast_id"": ""FCAST-86"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [36335.83, 37527.4, 49809.76, 20886.39, 31304.54, 9350.1]}], ""meta"": {""created_by"": ""Edward Mora"", ""notes"": ""Suffer year international laugh artist.""}}",2025-08-09T10:17:47
87,Forecast 87,"{""forecast_id"": ""FCAST-87"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [17866.46, 8637.97, 42777.91, 16400.52, 19343.77, 43405.03]}], ""meta"": {""created_by"": ""Lisa Weiss"", ""notes"": ""Truth should message event.""}}",2024-03-21T19:19:01
88,Forecast 88,"{""forecast_id"": ""FCAST-88"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [24777.04, 9286.92, 26736.61, 9593.98, 44959.55, 1697.4]}], ""meta"": {""created_by"": ""Mr. Garrett Allison"", ""notes"": ""Book present painting.""}}",2024-06-18T10:31:20
89,Forecast 89,"{""forecast_id"": ""FCAST-89"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47400.46, 17775.98, 16156.11, 11991.19, 14637.46, 39122.7]}], ""meta"": {""created_by"": ""James Velez"", ""notes"": ""Bag camera by figure.""}}",2024-04-10T18:15:00
90,Forecast 90,"{""forecast_id"": ""FCAST-90"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [39674.44, 32849.84, 18468.57, 23506.76, 45722.42, 45408.8]}], ""meta"": {""created_by"": ""Joseph Roberts"", ""notes"": ""Catch glass radio when think seek.""}}",2025-09-21T12:56:21
91,Forecast 91,"{""forecast_id"": ""FCAST-91"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [42158.88, 42441.55, 39371.28, 26681.8, 12190.19, 10923.97]}], ""meta"": {""created_by"": ""Kimberly Cox"", ""notes"": ""Nor service he reveal show growth.""}}",2024-09-07T19:01:25
92,Forecast 92,"{""forecast_id"": ""FCAST-92"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [33547.96, 20526.07, 5843.16, 17146.24, 4292.69, 28110.94]}], ""meta"": {""created_by"": ""Dillon Moore"", ""notes"": ""American out surface theory.""}}",2024-11-18T01:37:44
93,Forecast 93,"{""forecast_id"": ""FCAST-93"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [27202.94, 37321.64, 43758.17, 48551.42, 3742.77, 28768.41]}], ""meta"": {""created_by"": ""Amanda Cline"", ""notes"": ""Respond lead ground education.""}}",2024-03-17T04:56:28
94,Forecast 94,"{""forecast_id"": ""FCAST-94"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [13150.63, 13547.53, 37232.35, 34795.25, 32889.55, 13009.27]}], ""meta"": {""created_by"": ""Michael Bonilla"", ""notes"": ""Executive pattern her among against.""}}",2025-04-18T11:42:58
95,Forecast 95,"{""forecast_id"": ""FCAST-95"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [34792.24, 23347.24, 2971.41, 30847.75, 28046.81, 5476.6]}], ""meta"": {""created_by"": ""Maria Garcia"", ""notes"": ""Police cold seven simply whose.""}}",2024-04-25T14:37:52
96,Forecast 96,"{""forecast_id"": ""FCAST-96"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [10310.69, 41703.93, 4119.78, 45253.55, 26605.33, 3982.39]}], ""meta"": {""created_by"": ""Frank Tran"", ""notes"": ""Help government should nothing.""}}",2023-12-04T16:06:56
97,Forecast 97,"{""forecast_id"": ""FCAST-97"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [12151.73, 29698.19, 29482.25, 23749.29, 27309.75, 39289.22]}], ""meta"": {""created_by"": ""Amber Martin"", ""notes"": ""Debate wife reach page.""}}",2024-06-26T21:15:11
98,Forecast 98,"{""forecast_id"": ""FCAST-98"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [16624.06, 32061.38, 10624.87, 6703.91, 5085.92, 10672.42]}], ""meta"": {""created_by"": ""Taylor Dean"", ""notes"": ""Social company reveal rest wife call public yourself.""}}",2025-09-14T21:55:48
99,Forecast 99,"{""forecast_id"": ""FCAST-99"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [27576.07, 11534.7, 24874.3, 28897.13, 29503.96, 43195.82]}], ""meta"": {""created_by"": ""Roy Robinson"", ""notes"": ""Method lot watch person doctor.""}}",2025-02-27T01:09:18
100,Forecast 100,"{""forecast_id"": ""FCAST-100"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [6464.67, 44439.36, 39092.4, 10545.14, 40482.53, 31106.25]}], ""meta"": {""created_by"": ""David Mendoza"", ""notes"": ""Avoid question age.""}}",2024-06-27T20:35:06
101,Forecast 101,"{""forecast_id"": ""FCAST-101"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [23356.47, 1024.26, 37973.45, 30466.35, 25137.65, 9650.06]}], ""meta"": {""created_by"": ""Mary Robinson"", ""notes"": ""Remember mind one enter yet total.""}}",2025-04-21T00:57:51
102,Forecast 102,"{""forecast_id"": ""FCAST-102"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [25857.36, 26195.81, 47620.35, 15682.23, 43495.79, 13202.08]}], ""meta"": {""created_by"": ""Kari Torres"", ""notes"": ""Billion once thousand although could debate spring business.""}}",2025-03-02T06:53:11
103,Forecast 103,"{""forecast_id"": ""FCAST-103"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [14489.13, 28501.95, 16131.4, 22562.15, 48884.22, 47339.15]}], ""meta"": {""created_by"": ""Ryan Ferguson"", ""notes"": ""Try Congress occur guy.""}}",2025-10-20T16:54:26
104,Forecast 104,"{""forecast_id"": ""FCAST-104"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [24891.44, 16641.17, 48743.37, 24054.81, 8993.41, 4212.41]}], ""meta"": {""created_by"": ""James Diaz"", ""notes"": ""Charge defense author consumer price tonight though.""}}",2025-02-04T06:35:43
105,Forecast 105,"{""forecast_id"": ""FCAST-105"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [22168.73, 15927.41, 46339.47, 22716.72, 32256.27, 27390.91]}], ""meta"": {""created_by"": ""Lisa Banks"", ""notes"": ""Work once seek national expect see.""}}",2025-03-11T11:12:15
106,Forecast 106,"{""forecast_id"": ""FCAST-106"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9950.13, 39160.8, 38379.78, 11447.61, 25587.2, 16680.78]}], ""meta"": {""created_by"": ""Kyle Jacobs"", ""notes"": ""Sense themselves season watch stay.""}}",2025-06-25T10:51:23
107,Forecast 107,"{""forecast_id"": ""FCAST-107"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [26989.58, 6042.94, 15703.01, 30866.81, 28979.41, 8575.28]}], ""meta"": {""created_by"": ""Theresa Ayers"", ""notes"": ""Before pass figure.""}}",2024-05-25T10:02:32
108,Forecast 108,"{""forecast_id"": ""FCAST-108"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [8663.0, 38553.47, 39504.75, 42765.51, 30896.04, 8699.5]}], ""meta"": {""created_by"": ""Courtney Clark"", ""notes"": ""Throughout address movement ability rather century should.""}}",2025-05-17T00:34:22
109,Forecast 109,"{""forecast_id"": ""FCAST-109"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47878.64, 49076.57, 33021.04, 39648.68, 39207.99, 14199.78]}], ""meta"": {""created_by"": ""Nicholas Rangel"", ""notes"": ""Share newspaper fire some sport population them.""}}",2025-07-08T00:52:28
110,Forecast 110,"{""forecast_id"": ""FCAST-110"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46709.33, 24127.1, 42955.64, 15877.29, 8104.34, 17352.39]}], ""meta"": {""created_by"": ""Jaclyn Sanchez"", ""notes"": ""Course ask build stuff trouble.""}}",2025-01-30T11:05:52
111,Forecast 111,"{""forecast_id"": ""FCAST-111"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [18342.75, 37515.48, 23035.69, 21839.6, 20283.57, 21439.06]}], ""meta"": {""created_by"": ""Antonio Silva"", ""notes"": ""Project hope none value possible those realize name.""}}",2025-10-28T23:27:58
112,Forecast 112,"{""forecast_id"": ""FCAST-112"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [38348.91, 20799.97, 48465.32, 18326.99, 40463.17, 48774.3]}], ""meta"": {""created_by"": ""Joe Smith"", ""notes"": ""Hour forward particularly show conference board outside.""}}",2024-08-28T15:57:22
113,Forecast 113,"{""forecast_id"": ""FCAST-113"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [38585.38, 1954.5, 35512.61, 11221.84, 36116.96, 15445.05]}], ""meta"": {""created_by"": ""Shannon Campbell"", ""notes"": ""Ask eye memory read full whose.""}}",2025-05-16T19:09:30
114,Forecast 114,"{""forecast_id"": ""FCAST-114"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19300.28, 16770.44, 39755.08, 16958.57, 28438.64, 10773.16]}], ""meta"": {""created_by"": ""Cindy Harris"", ""notes"": ""Economic be recognize eat dream.""}}",2024-12-27T07:55:52
115,Forecast 115,"{""forecast_id"": ""FCAST-115"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [11534.01, 25644.23, 42963.77, 6234.89, 12913.75, 16948.67]}], ""meta"": {""created_by"": ""Thomas Frye"", ""notes"": ""His those what court toward sit.""}}",2024-02-15T10:35:43
116,Forecast 116,"{""forecast_id"": ""FCAST-116"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [24504.45, 36341.93, 24023.72, 48585.53, 3254.0, 33311.49]}], ""meta"": {""created_by"": ""Kristen Martin"", ""notes"": ""Produce three fish go.""}}",2023-12-11T03:16:18
117,Forecast 117,"{""forecast_id"": ""FCAST-117"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [34702.25, 45535.48, 24865.03, 14726.99, 30728.54, 19375.93]}], ""meta"": {""created_by"": ""Hector Stanton"", ""notes"": ""Such responsibility money.""}}",2023-12-03T07:17:52
118,Forecast 118,"{""forecast_id"": ""FCAST-118"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [5970.56, 32341.8, 14526.26, 19102.99, 46256.7, 6440.51]}], ""meta"": {""created_by"": ""Charles Torres"", ""notes"": ""Five executive over most tend order.""}}",2025-04-21T17:45:54
119,Forecast 119,"{""forecast_id"": ""FCAST-119"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [7579.95, 37741.48, 16902.73, 38986.9, 21275.09, 8436.86]}], ""meta"": {""created_by"": ""Christopher Kennedy"", ""notes"": ""Field wonder professor baby.""}}",2024-06-17T14:51:13
120,Forecast 120,"{""forecast_id"": ""FCAST-120"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [8370.56, 15643.93, 10799.72, 5312.25, 13016.11, 29063.93]}], ""meta"": {""created_by"": ""Austin Nielsen"", ""notes"": ""Free indicate everybody right little learn.""}}",2023-12-10T23:12:43
121,Forecast 121,"{""forecast_id"": ""FCAST-121"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [38376.57, 13775.24, 27020.35, 15279.55, 2070.74, 38832.94]}], ""meta"": {""created_by"": ""William Pittman"", ""notes"": ""Which middle employee.""}}",2024-12-23T07:43:28
122,Forecast 122,"{""forecast_id"": ""FCAST-122"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [4332.19, 39509.13, 35858.73, 16384.1, 42818.23, 45350.07]}], ""meta"": {""created_by"": ""Destiny Shaw"", ""notes"": ""Degree foot opportunity minute.""}}",2025-04-09T05:15:54
123,Forecast 123,"{""forecast_id"": ""FCAST-123"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [22846.18, 44344.68, 10022.86, 23947.99, 23579.38, 17317.59]}], ""meta"": {""created_by"": ""Eric Martin"", ""notes"": ""Order decision hope however increase.""}}",2023-11-26T22:23:29
124,Forecast 124,"{""forecast_id"": ""FCAST-124"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [34205.77, 35498.96, 13512.53, 37634.86, 2133.78, 6840.33]}], ""meta"": {""created_by"": ""Andres Oliver"", ""notes"": ""Whatever past nation government truth only.""}}",2024-08-08T08:50:54
125,Forecast 125,"{""forecast_id"": ""FCAST-125"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21128.17, 20419.09, 24831.52, 3353.52, 26891.47, 45736.13]}], ""meta"": {""created_by"": ""Lisa Howard"", ""notes"": ""Wrong young food wear.""}}",2024-03-25T14:44:34
126,Forecast 126,"{""forecast_id"": ""FCAST-126"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [26100.82, 1793.86, 22423.14, 2572.12, 25706.37, 40115.63]}], ""meta"": {""created_by"": ""Michael Ingram"", ""notes"": ""Suffer writer paper wife accept choose heart.""}}",2024-09-08T15:31:33
127,Forecast 127,"{""forecast_id"": ""FCAST-127"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [39716.74, 25108.46, 29165.96, 32084.32, 36987.26, 28700.03]}], ""meta"": {""created_by"": ""Sherry Cohen"", ""notes"": ""Everything model foreign take although cut.""}}",2024-04-08T10:38:35
128,Forecast 128,"{""forecast_id"": ""FCAST-128"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [48737.15, 39248.82, 27056.36, 40130.96, 42468.67, 5298.78]}], ""meta"": {""created_by"": ""Christian Rogers"", ""notes"": ""Never listen media buy yet go simply.""}}",2024-12-21T00:05:15
129,Forecast 129,"{""forecast_id"": ""FCAST-129"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46202.35, 30891.54, 49654.54, 37843.46, 38588.65, 22116.39]}], ""meta"": {""created_by"": ""Heather Wyatt"", ""notes"": ""Specific per peace three.""}}",2024-10-15T02:50:26
130,Forecast 130,"{""forecast_id"": ""FCAST-130"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [14566.38, 23113.14, 44146.49, 37207.89, 32871.74, 4578.26]}], ""meta"": {""created_by"": ""Thomas Taylor"", ""notes"": ""Apply least certainly drop name kind center.""}}",2025-10-27T18:46:08
131,Forecast 131,"{""forecast_id"": ""FCAST-131"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [32744.15, 17650.68, 26857.98, 34936.72, 41190.22, 22187.46]}], ""meta"": {""created_by"": ""Terry Larsen"", ""notes"": ""Itself black allow space about site phone.""}}",2024-11-01T23:56:11
132,Forecast 132,"{""forecast_id"": ""FCAST-132"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [2052.69, 29162.15, 1311.34, 41582.91, 1924.71, 12036.27]}], ""meta"": {""created_by"": ""Samuel Ferguson"", ""notes"": ""Part and change whose right investment difference.""}}",2024-10-26T02:11:02
133,Forecast 133,"{""forecast_id"": ""FCAST-133"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21930.33, 13683.79, 11921.61, 34052.38, 17004.34, 23429.91]}], ""meta"": {""created_by"": ""Tara Peterson"", ""notes"": ""Yourself share expect economic before drive child.""}}",2025-02-08T09:30:56
